country,field,year,num_patent_granted,complete
Germany,Agriculture,2017,3,True
Luxembourg,Agriculture,2022,2,False
Spain,Agriculture,2023,0,False
Argentina,Agriculture,2018,4,True
Malaysia,Agriculture,2017,1,True
Bulgaria,Agriculture,2020,0,False
Germany,All,2021,369,False
Austria,All,2022,4,False
Finland,All,2020,25,False
Japan,All,2024,47,False
Serbia,All,2021,1,False
Taiwan,All,2024,71,False
Hungary,Banking and Finance,2017,0,True
Belgium,Banking and Finance,2019,0,True
Romania,Banking and Finance,2019,0,True
India,Banking and Finance,2020,0,False
Germany,Banking and Finance,2023,6,False
Germany,Banking and Finance,2024,5,False
Italy,Banking and Finance,2016,1,True
Kenya,Banking and Finance,2016,0,True
European Patent Organization,Banking and Finance,2018,13,True
United Kingdom,Banking and Finance,2019,12,True
United Kingdom,Banking and Finance,2020,11,False
Slovenia,Banking and Finance,2023,0,False
Netherlands,Banking and Finance,2016,0,True
United Kingdom,Business,2024,1,False
Australia,Business,2018,56,True
Australia,Business,2024,0,False
Brazil,Business,2016,4,True
Taiwan,Business,2019,11,True
Ireland,Business,2023,0,False
Peru,Business,2023,0,False
Sweden,Business,2016,2,True
Israel,Business,2016,0,True
Israel,Business,2021,1,False
European Patent Organization,Business,2019,47,True
Turkey,Business,2018,2,True
Netherlands,Energy Management,2020,0,False
Brazil,Energy Management,2019,6,True
Japan,Energy Management,2023,12,False
Germany,Energy Management,2024,1,False
South Korea,Energy Management,2024,7,False
Morocco,Energy Management,2022,0,False
Italy,Energy Management,2020,1,False
South Africa,Energy Management,2022,0,False
Cuba,Energy Management,2020,1,False
European Patent Organization,Energy Management,2021,29,False
Greece,Industry and Manufacturing,2018,1,True
China (mainland),Industry and Manufacturing,2017,331,True
India,Industry and Manufacturing,2017,8,True
Peru,Industry and Manufacturing,2020,2,False
Sri Lanka,Industry and Manufacturing,2016,0,True
Singapore,Industry and Manufacturing,2021,0,False
South Korea,Industry and Manufacturing,2021,321,False
South Korea,Life Sciences,2016,134,True
South Korea,Life Sciences,2020,1002,False
Cuba,Life Sciences,2020,0,False
South Africa,Life Sciences,2024,0,False
Greece,Life Sciences,2023,7,False
Russia,Life Sciences,2018,21,True
Slovenia,Life Sciences,2023,1,False
Romania,Life Sciences,2016,1,True
Romania,Life Sciences,2021,0,False
Romania,Life Sciences,2022,0,False
Malaysia,Life Sciences,2021,1,False
Denmark,Personal Devices and Computing,2019,11,True
Hungary,Personal Devices and Computing,2016,3,True
Kenya,Personal Devices and Computing,2016,0,True
United States,Personal Devices and Computing,2023,696,False
Switzerland,Personal Devices and Computing,2022,0,False
United Kingdom,Personal Devices and Computing,2019,154,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2023,3,False
Poland,Personal Devices and Computing,2022,2,False
Italy,Personal Devices and Computing,2023,2,False
Czechia,Personal Devices and Computing,2017,0,True
Israel,Personal Devices and Computing,2019,6,True
South Korea,Personal Devices and Computing,2021,1625,False
Mexico,Personal Devices and Computing,2019,31,True
Italy,Physical Sciences and Engineering,2020,0,False
Japan,Physical Sciences and Engineering,2016,35,True
United Kingdom,Physical Sciences and Engineering,2023,7,False
Turkey,Physical Sciences and Engineering,2019,0,True
Turkey,Physical Sciences and Engineering,2020,0,False
Slovenia,Physical Sciences and Engineering,2018,1,True
Slovakia,Physical Sciences and Engineering,2023,0,False
Singapore,Physical Sciences and Engineering,2018,11,True
China (mainland),Physical Sciences and Engineering,2023,1434,False
Peru,Security,2023,0,False
United Kingdom,Security,2020,13,False
Turkey,Security,2016,0,True
World Intellectual Property Organization (WIPO),Telecommunications,2018,11,True
San Marino,Telecommunications,2020,0,False
Japan,Telecommunications,2016,142,True
Morocco,Telecommunications,2021,0,False
South Korea,Telecommunications,2016,166,True
Austria,Telecommunications,2023,0,False
Taiwan,Transportation,2024,0,False
Italy,Transportation,2019,8,True
United States,Transportation,2023,91,False
Canada,Transportation,2023,0,False
Greece,Transportation,2020,0,False
China (mainland),Transportation,2022,4934,False
Malaysia,Transportation,2022,0,False
Philippines,Transportation,2016,0,True
Philippines,Transportation,2018,0,True
Luxembourg,Transportation,2024,0,False
European Patent Organization,Transportation,2018,36,True
Austria,Transportation,2022,1,False
Israel,Transportation,2020,0,False
Estonia,Agriculture,2022,0,False
Sweden,Agriculture,2021,1,False
Austria,Agriculture,2016,0,True
China (mainland),Agriculture,2023,744,False
Turkey,Agriculture,2019,0,True
Peru,All,2018,4,True
European Patent Organization,All,2022,342,False
Netherlands,All,2022,64,False
Saudi Arabia,All,2022,2,False
Saudi Arabia,All,2023,1,False
Portugal,All,2018,12,True
Greece,All,2020,3,False
Australia,All,2024,1,False
United Kingdom,All,2023,65,False
Czechia,All,2019,1,True
Norway,All,2016,2,True
Denmark,All,2020,22,False
Switzerland,All,2020,2,False
Slovakia,All,2021,1,False
Austria,Banking and Finance,2016,0,True
Greece,Banking and Finance,2023,0,False
Croatia,Banking and Finance,2022,0,False
Malaysia,Banking and Finance,2019,1,True
New Zealand,Banking and Finance,2019,0,True
Spain,Business,2019,8,True
Taiwan,Business,2018,13,True
South Africa,Business,2016,2,True
Germany,Business,2017,20,True
Brazil,Energy Management,2016,1,True
Austria,Energy Management,2020,1,False
Argentina,Energy Management,2019,0,True
Turkey,Energy Management,2018,0,True
South Africa,Energy Management,2020,0,False
Sri Lanka,Energy Management,2016,0,True
European Patent Organization,Energy Management,2016,0,True
Greece,Industry and Manufacturing,2023,0,False
Ukraine,Industry and Manufacturing,2017,0,True
Japan,Industry and Manufacturing,2018,251,True
Spain,Industry and Manufacturing,2020,10,False
Norway,Industry and Manufacturing,2023,0,False
Lithuania,Life Sciences,2022,0,False
Poland,Life Sciences,2023,2,False
Czechia,Life Sciences,2020,0,False
Italy,Life Sciences,2022,5,False
Luxembourg,Life Sciences,2024,10,False
World Intellectual Property Organization (WIPO),Life Sciences,2020,23,False
Slovakia,Personal Devices and Computing,2023,0,False
Saudi Arabia,Personal Devices and Computing,2023,0,False
Austria,Personal Devices and Computing,2016,5,True
Portugal,Personal Devices and Computing,2016,2,True
Slovenia,Personal Devices and Computing,2019,0,True
Taiwan,Personal Devices and Computing,2024,3,False
Ukraine,Personal Devices and Computing,2017,0,True
Italy,Personal Devices and Computing,2018,8,True
Japan,Personal Devices and Computing,2020,1022,False
Mexico,Personal Devices and Computing,2018,30,True
China (mainland),Personal Devices and Computing,2023,13814,False
Portugal,Physical Sciences and Engineering,2017,0,True
South Africa,Physical Sciences and Engineering,2023,0,False
Lithuania,Physical Sciences and Engineering,2019,0,True
France,Physical Sciences and Engineering,2021,5,False
Taiwan,Physical Sciences and Engineering,2019,10,True
European Patent Organization,Physical Sciences and Engineering,2020,23,False
Israel,Physical Sciences and Engineering,2022,0,False
Czechia,Physical Sciences and Engineering,2019,0,True
Saudi Arabia,Physical Sciences and Engineering,2022,1,False
Greece,Security,2017,0,True
Ukraine,Security,2017,0,True
Ukraine,Security,2019,0,True
Serbia,Security,2018,0,True
South Korea,Security,2020,444,False
United Kingdom,Security,2016,17,True
Sri Lanka,Security,2016,0,True
France,Security,2016,6,True
Colombia,Security,2022,0,False
Spain,Telecommunications,2021,8,False
Sweden,Telecommunications,2020,8,False
Sweden,Telecommunications,2022,3,False
Colombia,Telecommunications,2019,0,True
Italy,Telecommunications,2021,4,False
New Zealand,Telecommunications,2022,0,False
Sri Lanka,Telecommunications,2016,0,True
Slovenia,Telecommunications,2018,1,True
Greece,Telecommunications,2020,0,False
Norway,Telecommunications,2020,1,False
Austria,Telecommunications,2019,0,True
Germany,Transportation,2020,106,False
Germany,Transportation,2022,61,False
Brazil,Transportation,2018,11,True
Norway,Transportation,2019,1,True
Sweden,Transportation,2022,2,False
India,Transportation,2017,11,True
France,Transportation,2023,6,False
Singapore,Agriculture,2017,3,True
Belgium,Agriculture,2020,0,False
South Korea,Agriculture,2020,116,False
Argentina,Agriculture,2017,1,True
Slovakia,Agriculture,2023,0,False
World Intellectual Property Organization (WIPO),All,2016,3,True
Lithuania,All,2017,4,True
New Zealand,All,2016,4,True
Morocco,All,2018,4,True
Morocco,All,2020,2,False
Serbia,All,2017,1,True
Taiwan,All,2022,488,False
Belgium,Banking and Finance,2020,0,False
Greece,Banking and Finance,2018,0,True
Poland,Banking and Finance,2021,1,False
Morocco,Banking and Finance,2022,0,False
Brazil,Banking and Finance,2019,9,True
Japan,Banking and Finance,2022,24,False
Malaysia,Banking and Finance,2017,1,True
Philippines,Banking and Finance,2020,2,False
Sweden,Banking and Finance,2017,1,True
United States,Business,2021,998,False
United States,Business,2022,444,False
Luxembourg,Business,2018,0,True
Lithuania,Business,2017,1,True
China (mainland),Business,2019,2338,True
China (mainland),Business,2022,3934,False
Jordan,Business,2021,0,False
Eurasian Patent Organization,Business,2016,0,True
Costa Rica,Business,2020,0,False
Spain,Energy Management,2020,7,False
Netherlands,Energy Management,2018,0,True
Italy,Energy Management,2022,0,False
Czechia,Energy Management,2020,1,False
Canada,Energy Management,2023,0,False
Germany,Industry and Manufacturing,2024,4,False
China (mainland),Industry and Manufacturing,2025,94,False
San Marino,Industry and Manufacturing,2018,0,True
Peru,Industry and Manufacturing,2021,0,False
Malaysia,Industry and Manufacturing,2017,1,True
Slovenia,Industry and Manufacturing,2019,0,True
Brazil,Life Sciences,2022,0,False
South Korea,Life Sciences,2022,825,False
Saudi Arabia,Life Sciences,2021,0,False
France,Life Sciences,2020,25,False
France,Life Sciences,2021,33,False
Canada,Personal Devices and Computing,2018,275,True
Bulgaria,Personal Devices and Computing,2021,0,False
Portugal,Personal Devices and Computing,2017,3,True
Greece,Personal Devices and Computing,2018,4,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2016,2,True
Taiwan,Personal Devices and Computing,2019,113,True
Japan,Personal Devices and Computing,2023,75,False
Sweden,Physical Sciences and Engineering,2018,0,True
Philippines,Physical Sciences and Engineering,2020,1,False
Portugal,Physical Sciences and Engineering,2020,0,False
Norway,Physical Sciences and Engineering,2018,0,True
Japan,Physical Sciences and Engineering,2018,122,True
New Zealand,Physical Sciences and Engineering,2017,1,True
Brazil,Physical Sciences and Engineering,2017,8,True
Brazil,Physical Sciences and Engineering,2022,1,False
Netherlands,Physical Sciences and Engineering,2018,0,True
Bulgaria,Physical Sciences and Engineering,2018,0,True
Bulgaria,Physical Sciences and Engineering,2021,0,False
Philippines,Security,2020,0,False
Norway,Security,2017,0,True
Sweden,Security,2020,2,False
Romania,Security,2019,0,True
Saudi Arabia,Security,2021,0,False
World Intellectual Property Organization (WIPO),Security,2021,5,False
India,Security,2017,9,True
Jordan,Security,2021,1,False
Israel,Security,2020,9,False
Czechia,Telecommunications,2022,0,False
European Patent Organization,Telecommunications,2021,162,False
Latvia,Telecommunications,2020,1,False
Poland,Telecommunications,2016,2,True
Poland,Telecommunications,2017,3,True
Poland,Telecommunications,2020,3,False
Slovenia,Telecommunications,2019,0,True
Greece,Telecommunications,2023,3,False
Turkey,Telecommunications,2016,0,True
Netherlands,Transportation,2024,0,False
Slovenia,Transportation,2016,0,True
United Kingdom,Transportation,2021,15,False
Bulgaria,Transportation,2024,0,False
Belgium,Transportation,2023,0,False
Norway,Transportation,2017,2,True
Sweden,Transportation,2020,1,False
Sweden,Transportation,2023,0,False
South Korea,Transportation,2018,254,True
Eurasian Patent Organization,Transportation,2018,0,True
Austria,Transportation,2020,3,False
Ireland,Transportation,2018,0,True
Ireland,Transportation,2023,0,False
Saudi Arabia,Agriculture,2022,0,False
South Africa,Agriculture,2023,0,False
India,Agriculture,2017,0,True
Austria,Agriculture,2018,0,True
Brazil,Agriculture,2017,11,True
Mexico,Agriculture,2021,4,False
Mexico,Agriculture,2022,0,False
Greece,Agriculture,2016,0,True
Czechia,Agriculture,2021,1,False
United States,Agriculture,2021,78,False
Netherlands,Agriculture,2020,0,False
France,Agriculture,2021,0,False
New Zealand,Agriculture,2017,3,True
New Zealand,Agriculture,2020,0,False
Malaysia,Agriculture,2018,0,True
Japan,Agriculture,2018,34,True
Eurasian Patent Organization,All,2017,2,True
Portugal,All,2017,7,True
Sweden,All,2023,10,False
Germany,All,2020,522,False
Philippines,All,2022,3,False
Norway,All,2018,5,True
Austria,All,2023,3,False
Switzerland,All,2021,2,False
Taiwan,All,2023,310,False
Czechia,Banking and Finance,2017,0,True
South Korea,Banking and Finance,2020,196,False
South Korea,Banking and Finance,2023,62,False
Norway,Banking and Finance,2017,1,True
Slovakia,Banking and Finance,2021,0,False
Jordan,Banking and Finance,2021,0,False
Finland,Banking and Finance,2016,0,True
Spain,Banking and Finance,2018,3,True
Japan,Banking and Finance,2021,44,False
New Zealand,Banking and Finance,2017,2,True
United States,Business,2018,1468,True
Canada,Business,2016,59,True
Spain,Business,2024,0,False
Taiwan,Business,2017,12,True
European Patent Organization,Business,2021,37,False
Romania,Business,2023,0,False
Portugal,Energy Management,2019,0,True
South Korea,Energy Management,2022,265,False
Israel,Energy Management,2017,0,True
Norway,Energy Management,2020,0,False
Norway,Energy Management,2021,0,False
Hungary,Energy Management,2021,1,False
South Africa,Energy Management,2021,0,False
Taiwan,Energy Management,2016,2,True
Canada,Energy Management,2022,5,False
New Zealand,Industry and Manufacturing,2022,0,False
France,Industry and Manufacturing,2016,2,True
France,Industry and Manufacturing,2022,5,False
France,Industry and Manufacturing,2023,4,False
Japan,Industry and Manufacturing,2021,197,False
Taiwan,Industry and Manufacturing,2018,19,True
Poland,Industry and Manufacturing,2017,1,True
Morocco,Industry and Manufacturing,2017,0,True
South Africa,Industry and Manufacturing,2022,0,False
Romania,Industry and Manufacturing,2016,0,True
Romania,Industry and Manufacturing,2021,0,False
United States,Industry and Manufacturing,2018,428,True
Ireland,Industry and Manufacturing,2023,0,False
Lithuania,Life Sciences,2017,0,True
Croatia,Life Sciences,2020,0,False
Taiwan,Life Sciences,2020,69,False
Czechia,Life Sciences,2018,0,True
Japan,Life Sciences,2021,403,False
Sweden,Life Sciences,2022,4,False
United States,Life Sciences,2021,911,False
South Africa,Life Sciences,2020,0,False
Greece,Life Sciences,2021,0,False
Canada,Life Sciences,2019,195,True
Singapore,Life Sciences,2016,7,True
Norway,Life Sciences,2023,1,False
Canada,Personal Devices and Computing,2021,103,False
Morocco,Personal Devices and Computing,2019,3,True
Argentina,Personal Devices and Computing,2017,0,True
Argentina,Personal Devices and Computing,2019,0,True
Greece,Personal Devices and Computing,2019,1,True
United Kingdom,Personal Devices and Computing,2021,75,False
South Africa,Personal Devices and Computing,2020,1,False
Russia,Personal Devices and Computing,2019,78,True
Mexico,Personal Devices and Computing,2020,24,False
Taiwan,Physical Sciences and Engineering,2020,4,False
United Kingdom,Physical Sciences and Engineering,2016,6,True
Uruguay,Physical Sciences and Engineering,2020,0,False
Ukraine,Security,2018,0,True
Lithuania,Security,2019,0,True
United States,Security,2016,392,True
France,Security,2018,12,True
Austria,Security,2023,0,False
Hungary,Security,2017,0,True
Belgium,Security,2016,0,True
China (mainland),Security,2020,1356,False
Mexico,Security,2018,3,True
Germany,Security,2018,22,True
Czechia,Telecommunications,2018,0,True
South Korea,Telecommunications,2018,635,True
Taiwan,Telecommunications,2023,10,False
France,Telecommunications,2018,21,True
Denmark,Transportation,2022,0,False
Poland,Transportation,2019,1,True
Greece,Transportation,2021,0,False
Portugal,Transportation,2018,2,True
Singapore,Transportation,2020,4,False
European Patent Organization,Transportation,2023,8,False
Australia,Agriculture,2018,30,True
Hungary,Agriculture,2017,1,True
Morocco,Agriculture,2019,0,True
Belgium,Agriculture,2022,0,False
South Africa,Agriculture,2021,0,False
Norway,Agriculture,2017,1,True
Netherlands,Agriculture,2017,0,True
Netherlands,Agriculture,2021,4,False
Netherlands,Agriculture,2022,3,False
Ukraine,Agriculture,2022,0,False
China (mainland),Agriculture,2024,960,False
Italy,Agriculture,2016,1,True
World Intellectual Property Organization (WIPO),All,2024,2,False
Mexico,All,2017,52,True
Canada,All,2023,4,False
Luxembourg,All,2016,1,True
New Zealand,All,2021,3,False
Slovenia,All,2018,7,True
Slovenia,All,2023,1,False
Austria,All,2021,11,False
France,All,2022,154,False
Italy,All,2021,25,False
Spain,All,2022,48,False
Estonia,Banking and Finance,2022,0,False
Austria,Banking and Finance,2023,0,False
India,Banking and Finance,2017,11,True
European Patent Organization,Banking and Finance,2023,3,False
Finland,Banking and Finance,2021,0,False
United Kingdom,Banking and Finance,2017,6,True
Netherlands,Banking and Finance,2017,0,True
Netherlands,Banking and Finance,2021,1,False
Luxembourg,Business,2017,0,True
Luxembourg,Business,2022,11,False
Finland,Business,2018,2,True
Mexico,Business,2017,6,True
Ireland,Business,2016,0,True
Japan,Business,2016,98,True
Israel,Business,2017,3,True
India,Business,2016,25,True
Poland,Energy Management,2016,0,True
Sweden,Energy Management,2020,3,False
Ukraine,Energy Management,2018,0,True
Brazil,Energy Management,2020,1,False
Lithuania,Energy Management,2017,0,True
Slovenia,Energy Management,2023,0,False
Norway,Energy Management,2017,0,True
Bulgaria,Energy Management,2019,0,True
United States,Energy Management,2020,202,False
Czechia,Energy Management,2018,0,True
France,Energy Management,2020,18,False
Germany,Industry and Manufacturing,2018,46,True
Japan,Industry and Manufacturing,2022,101,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2024,0,False
Italy,Industry and Manufacturing,2020,3,False
Sweden,Industry and Manufacturing,2017,1,True
South Africa,Industry and Manufacturing,2021,0,False
Croatia,Industry and Manufacturing,2022,1,False
Kenya,Life Sciences,2016,0,True
Spain,Life Sciences,2023,0,False
Netherlands,Life Sciences,2023,3,False
San Marino,Life Sciences,2018,0,True
Russia,Life Sciences,2017,33,True
Luxembourg,Life Sciences,2016,0,True
Canada,Life Sciences,2022,27,False
Austria,Personal Devices and Computing,2018,3,True
Malaysia,Personal Devices and Computing,2019,7,True
Czechia,Personal Devices and Computing,2020,1,False
Croatia,Personal Devices and Computing,2020,0,False
Japan,Personal Devices and Computing,2021,643,False
South Korea,Personal Devices and Computing,2019,1762,True
Spain,Personal Devices and Computing,2022,17,False
Netherlands,Personal Devices and Computing,2022,14,False
Luxembourg,Physical Sciences and Engineering,2022,5,False
India,Physical Sciences and Engineering,2021,0,False
Hungary,Physical Sciences and Engineering,2021,0,False
Romania,Physical Sciences and Engineering,2017,0,True
South Korea,Physical Sciences and Engineering,2019,224,True
Russia,Physical Sciences and Engineering,2018,5,True
New Zealand,Security,2021,0,False
Malaysia,Security,2022,0,False
Peru,Security,2019,1,True
Poland,Security,2018,1,True
Taiwan,Security,2024,0,False
Switzerland,Security,2018,0,True
South Africa,Security,2020,0,False
World Intellectual Property Organization (WIPO),Telecommunications,2016,2,True
Brazil,Telecommunications,2016,11,True
Brazil,Telecommunications,2020,17,False
Israel,Telecommunications,2020,8,False
Portugal,Telecommunications,2022,0,False
Philippines,Telecommunications,2018,1,True
Greece,Telecommunications,2019,0,True
Taiwan,Telecommunications,2017,14,True
Germany,Telecommunications,2017,59,True
Finland,Telecommunications,2022,6,False
Hungary,Transportation,2023,0,False
Denmark,Transportation,2023,0,False
Poland,Transportation,2023,0,False
China (mainland),Transportation,2024,5074,False
Spain,Transportation,2023,0,False
Peru,Agriculture,2019,0,True
New Zealand,Agriculture,2018,1,True
Japan,Agriculture,2022,18,False
Singapore,All,2017,80,True
South Africa,All,2019,2,True
Greece,All,2021,6,False
Ukraine,All,2018,4,True
Russia,All,2017,174,True
Norway,All,2022,4,False
Norway,All,2023,5,False
South Korea,All,2021,6267,False
Indonesia,All,2016,1,True
South Korea,Banking and Finance,2017,54,True
Russia,Banking and Finance,2017,7,True
United States,Business,2024,10,False
Netherlands,Business,2016,0,True
International Bureau of WIPO,Business,2018,0,True
Brazil,Business,2017,5,True
Finland,Business,2016,1,True
Finland,Business,2017,0,True
Japan,Business,2020,204,False
Sweden,Business,2020,2,False
Czechia,Business,2021,0,False
Germany,Business,2024,11,False
Sweden,Energy Management,2021,0,False
Peru,Energy Management,2019,0,True
Mexico,Energy Management,2022,1,False
South Korea,Energy Management,2016,55,True
Iran,Energy Management,2018,0,True
Singapore,Energy Management,2016,1,True
Hungary,Energy Management,2017,0,True
Taiwan,Energy Management,2024,1,False
Eurasian Patent Organization,Energy Management,2017,0,True
Serbia,Industry and Manufacturing,2018,1,True
Belgium,Industry and Manufacturing,2017,0,True
Austria,Industry and Manufacturing,2018,0,True
Bulgaria,Industry and Manufacturing,2020,0,False
Turkey,Industry and Manufacturing,2018,0,True
Singapore,Industry and Manufacturing,2018,8,True
United States,Industry and Manufacturing,2022,111,False
Croatia,Life Sciences,2019,0,True
New Zealand,Life Sciences,2017,9,True
Hungary,Life Sciences,2019,3,True
Ukraine,Life Sciences,2024,0,False
Italy,Life Sciences,2016,5,True
Mexico,Life Sciences,2018,24,True
Germany,Life Sciences,2022,51,False
Ireland,Personal Devices and Computing,2023,0,False
Singapore,Personal Devices and Computing,2019,59,True
Lithuania,Personal Devices and Computing,2016,1,True
Serbia,Personal Devices and Computing,2018,0,True
Eurasian Patent Organization,Personal Devices and Computing,2017,1,True
Colombia,Personal Devices and Computing,2022,0,False
Belgium,Personal Devices and Computing,2017,0,True
Poland,Personal Devices and Computing,2018,8,True
Taiwan,Personal Devices and Computing,2021,96,False
South Korea,Personal Devices and Computing,2023,439,False
Australia,Personal Devices and Computing,2019,193,True
India,Physical Sciences and Engineering,2017,1,True
Japan,Physical Sciences and Engineering,2017,47,True
Japan,Physical Sciences and Engineering,2023,15,False
Israel,Physical Sciences and Engineering,2019,0,True
Singapore,Physical Sciences and Engineering,2016,5,True
Greece,Physical Sciences and Engineering,2018,0,True
Canada,Physical Sciences and Engineering,2016,22,True
Luxembourg,Security,2017,0,True
Russia,Security,2017,16,True
France,Security,2020,18,False
Hungary,Security,2022,1,False
Argentina,Security,2019,0,True
India,Security,2020,1,False
Brazil,Security,2022,0,False
Netherlands,Telecommunications,2019,3,True
World Intellectual Property Organization (WIPO),Telecommunications,2022,4,False
Czechia,Telecommunications,2019,1,True
United Kingdom,Telecommunications,2017,37,True
Bulgaria,Telecommunications,2020,0,False
Turkey,Transportation,2018,0,True
United States,Transportation,2021,627,False
Croatia,Transportation,2020,0,False
Sweden,Transportation,2018,5,True
International Bureau of WIPO,Transportation,2016,1,True
Peru,Agriculture,2016,0,True
Brazil,Agriculture,2022,1,False
Germany,Agriculture,2016,0,True
South Korea,Agriculture,2018,49,True
United States,Agriculture,2024,2,False
New Zealand,Agriculture,2022,0,False
Luxembourg,All,2020,12,False
India,All,2021,1,False
Portugal,All,2020,9,False
Sweden,All,2019,9,True
Germany,All,2024,77,False
Denmark,All,2016,14,True
Japan,All,2020,3357,False
Hungary,All,2017,7,True
Taiwan,Banking and Finance,2017,4,True
Ukraine,Banking and Finance,2022,0,False
Czechia,Banking and Finance,2020,0,False
Canada,Banking and Finance,2018,36,True
Luxembourg,Banking and Finance,2020,0,False
Bulgaria,Banking and Finance,2023,0,False
Portugal,Business,2018,1,True
China (mainland),Business,2018,1383,True
Australia,Business,2019,74,True
Poland,Business,2019,4,True
Switzerland,Business,2022,0,False
Hungary,Business,2020,3,False
United Kingdom,Energy Management,2024,1,False
Japan,Energy Management,2021,117,False
Austria,Energy Management,2018,1,True
Serbia,Energy Management,2018,0,True
Slovenia,Energy Management,2016,0,True
Morocco,Energy Management,2019,0,True
Norway,Energy Management,2022,2,False
Hungary,Energy Management,2016,0,True
Greece,Energy Management,2023,1,False
World Intellectual Property Organization (WIPO),Energy Management,2024,0,False
Ukraine,Industry and Manufacturing,2024,0,False
Belgium,Industry and Manufacturing,2018,3,True
Austria,Industry and Manufacturing,2017,0,True
Australia,Industry and Manufacturing,2018,23,True
Lithuania,Industry and Manufacturing,2016,1,True
Switzerland,Industry and Manufacturing,2019,0,True
European Patent Organization,Life Sciences,2024,0,False
Bulgaria,Life Sciences,2023,0,False
Turkey,Life Sciences,2017,1,True
Austria,Life Sciences,2018,2,True
Norway,Life Sciences,2017,0,True
Norway,Life Sciences,2021,1,False
Germany,Life Sciences,2018,40,True
Canada,Personal Devices and Computing,2022,34,False
Lithuania,Personal Devices and Computing,2019,0,True
Bulgaria,Personal Devices and Computing,2017,0,True
International Bureau of WIPO,Personal Devices and Computing,2016,1,True
Norway,Personal Devices and Computing,2019,3,True
Malaysia,Personal Devices and Computing,2017,9,True
Romania,Personal Devices and Computing,2016,0,True
South Korea,Personal Devices and Computing,2018,1115,True
Spain,Personal Devices and Computing,2016,24,True
France,Personal Devices and Computing,2020,71,False
Ukraine,Physical Sciences and Engineering,2023,0,False
Luxembourg,Physical Sciences and Engineering,2016,0,True
Serbia,Physical Sciences and Engineering,2021,0,False
Lithuania,Physical Sciences and Engineering,2016,0,True
Lithuania,Physical Sciences and Engineering,2018,1,True
Spain,Physical Sciences and Engineering,2019,6,True
United Kingdom,Physical Sciences and Engineering,2020,13,False
Morocco,Physical Sciences and Engineering,2017,0,True
Mexico,Physical Sciences and Engineering,2022,0,False
Bulgaria,Physical Sciences and Engineering,2023,0,False
Philippines,Security,2023,0,False
Portugal,Security,2018,0,True
Croatia,Security,2019,0,True
Japan,Security,2019,98,True
Austria,Security,2016,1,True
Bulgaria,Security,2021,0,False
Germany,Security,2019,17,True
Israel,Security,2019,3,True
Netherlands,Telecommunications,2016,2,True
Brazil,Telecommunications,2017,7,True
China (mainland),Telecommunications,2017,960,True
India,Telecommunications,2020,0,False
Mexico,Telecommunications,2022,1,False
Croatia,Telecommunications,2020,0,False
South Korea,Telecommunications,2020,1110,False
Taiwan,Telecommunications,2020,56,False
Jordan,Telecommunications,2021,0,False
United States,Telecommunications,2022,1171,False
Germany,Telecommunications,2020,78,False
Lithuania,Transportation,2020,0,False
Germany,Transportation,2021,87,False
Japan,Transportation,2021,123,False
Philippines,Transportation,2021,0,False
Luxembourg,Transportation,2017,0,True
Israel,Transportation,2016,1,True
New Zealand,Transportation,2019,0,True
Lithuania,Agriculture,2019,0,True
Sri Lanka,Agriculture,2016,0,True
Norway,Agriculture,2022,0,False
Ireland,Agriculture,2022,0,False
Bulgaria,Agriculture,2023,0,False
Japan,Agriculture,2024,0,False
Uruguay,All,2020,1,False
World Intellectual Property Organization (WIPO),All,2022,43,False
Netherlands,All,2023,25,False
India,All,2020,3,False
Israel,All,2021,7,False
United Kingdom,All,2021,207,False
Czechia,All,2023,3,False
Germany,All,2017,309,True
Philippines,All,2020,20,False
Norway,All,2020,6,False
Finland,All,2016,8,True
Luxembourg,Banking and Finance,2017,0,True
Ireland,Banking and Finance,2018,0,True
Iran,Banking and Finance,2018,0,True
Italy,Banking and Finance,2021,1,False
Morocco,Banking and Finance,2018,0,True
Brazil,Banking and Finance,2016,2,True
Slovenia,Banking and Finance,2016,0,True
Serbia,Banking and Finance,2021,0,False
Portugal,Banking and Finance,2018,0,True
Netherlands,Business,2019,2,True
Slovenia,Business,2022,0,False
Poland,Business,2017,1,True
Switzerland,Business,2016,1,True
Norway,Business,2018,1,True
Belgium,Business,2021,1,False
Uruguay,Business,2020,0,False
Belgium,Energy Management,2021,0,False
Canada,Energy Management,2018,18,True
European Patent Organization,Energy Management,2022,14,False
Croatia,Energy Management,2022,0,False
New Zealand,Industry and Manufacturing,2018,0,True
Slovakia,Industry and Manufacturing,2021,0,False
European Patent Organization,Industry and Manufacturing,2018,19,True
Japan,Industry and Manufacturing,2020,240,False
Belgium,Industry and Manufacturing,2021,2,False
Austria,Industry and Manufacturing,2020,2,False
Taiwan,Industry and Manufacturing,2019,20,True
European Patent Organization,Life Sciences,2020,106,False
Hungary,Life Sciences,2018,3,True
Israel,Life Sciences,2019,0,True
Japan,Life Sciences,2020,544,False
United States,Life Sciences,2020,1508,False
Morocco,Life Sciences,2016,0,True
South Africa,Life Sciences,2019,0,True
Greece,Life Sciences,2017,0,True
Serbia,Life Sciences,2018,0,True
