country,field,year,num_patent_applications,complete
Lithuania,Personal Devices and Computing,2019,0,True
European Patent Organization,Personal Devices and Computing,2024,1,False
Japan,Personal Devices and Computing,2021,913,True
San Marino,Personal Devices and Computing,2018,0,True
Belgium,Personal Devices and Computing,2023,3,False
Taiwan,Personal Devices and Computing,2017,68,True
South Korea,Personal Devices and Computing,2017,850,True
South Korea,Personal Devices and Computing,2023,1349,False
India,Personal Devices and Computing,2016,90,True
India,Personal Devices and Computing,2020,4,True
Canada,Personal Devices and Computing,2018,325,True
Finland,Personal Devices and Computing,2016,5,True
Finland,Personal Devices and Computing,2018,18,True
Finland,Personal Devices and Computing,2023,11,False
United Kingdom,Physical Sciences and Engineering,2017,20,True
Ukraine,Physical Sciences and Engineering,2023,0,False
Singapore,Physical Sciences and Engineering,2017,5,True
Mexico,Physical Sciences and Engineering,2019,14,True
Colombia,Physical Sciences and Engineering,2021,0,True
Switzerland,Physical Sciences and Engineering,2022,0,False
Peru,Physical Sciences and Engineering,2017,1,True
Brazil,Physical Sciences and Engineering,2019,16,True
India,Physical Sciences and Engineering,2022,1,False
Russia,Physical Sciences and Engineering,2017,8,True
Malaysia,Physical Sciences and Engineering,2019,1,True
Portugal,Security,2016,1,True
Australia,Security,2017,17,True
Croatia,Security,2020,0,True
Greece,Security,2019,0,True
San Marino,Security,2018,0,True
South Korea,Telecommunications,2018,777,True
World Intellectual Property Organization (WIPO),Telecommunications,2019,130,True
United Kingdom,Telecommunications,2017,49,True
Denmark,Telecommunications,2016,3,True
Germany,Telecommunications,2021,122,True
France,Telecommunications,2020,50,True
Austria,Telecommunications,2024,0,False
Spain,Telecommunications,2020,17,True
Serbia,Telecommunications,2017,0,True
Poland,Transportation,2021,1,True
Argentina,Transportation,2016,0,True
Philippines,Transportation,2018,0,True
Colombia,Transportation,2022,0,False
Ukraine,Transportation,2022,0,False
Romania,Transportation,2022,0,False
Costa Rica,Transportation,2019,0,True
Russia,Agriculture,2016,0,True
Peru,Agriculture,2020,2,True
Colombia,Agriculture,2023,0,False
Slovakia,Agriculture,2023,0,False
Greece,Agriculture,2016,0,True
South Korea,Agriculture,2024,3,False
San Marino,Agriculture,2018,1,True
Peru,All,2019,2,True
United Kingdom,All,2023,545,False
Taiwan,All,2019,497,True
Germany,All,2018,643,True
Poland,All,2017,21,True
Belgium,All,2020,6,True
European Patent Organization,All,2021,1466,True
Israel,All,2016,5,True
Ireland,Banking and Finance,2021,0,True
China (mainland),Banking and Finance,2022,2005,False
Jordan,Banking and Finance,2017,0,True
United Kingdom,Banking and Finance,2020,25,True
Serbia,Banking and Finance,2017,0,True
Saudi Arabia,Banking and Finance,2021,0,True
World Intellectual Property Organization (WIPO),Banking and Finance,2023,41,False
Switzerland,Banking and Finance,2022,1,False
Norway,Banking and Finance,2022,0,False
Serbia,Business,2023,0,False
Serbia,Business,2024,0,False
Japan,Business,2019,344,True
Argentina,Business,2018,3,True
Malaysia,Business,2019,3,True
South Africa,Business,2022,0,False
Spain,Business,2018,5,True
Ukraine,Business,2017,0,True
Bulgaria,Business,2021,0,True
Peru,Business,2018,0,True
Israel,Energy Management,2022,0,False
Mexico,Energy Management,2019,4,True
Mexico,Energy Management,2022,1,False
World Intellectual Property Organization (WIPO),Energy Management,2022,32,False
Singapore,Energy Management,2017,0,True
New Zealand,Energy Management,2021,2,True
Luxembourg,Energy Management,2018,0,True
Peru,Energy Management,2018,0,True
Eurasian Patent Organization,Energy Management,2019,0,True
Ukraine,Energy Management,2016,0,True
United Kingdom,Energy Management,2017,9,True
Hungary,Energy Management,2020,2,True
Sweden,Industry and Manufacturing,2022,3,False
European Patent Organization,Industry and Manufacturing,2017,23,True
United Kingdom,Industry and Manufacturing,2022,25,False
Morocco,Industry and Manufacturing,2017,0,True
Brazil,Industry and Manufacturing,2022,0,False
Czechia,Industry and Manufacturing,2017,0,True
Germany,Industry and Manufacturing,2023,58,False
Serbia,Life Sciences,2020,1,True
Canada,Life Sciences,2021,344,True
Oman,Life Sciences,2016,1,True
Denmark,Personal Devices and Computing,2020,7,True
Sweden,Personal Devices and Computing,2017,3,True
Sweden,Personal Devices and Computing,2023,9,False
Australia,Personal Devices and Computing,2019,235,True
Taiwan,Personal Devices and Computing,2018,120,True
Philippines,Personal Devices and Computing,2016,1,True
Malaysia,Personal Devices and Computing,2017,9,True
United States,Personal Devices and Computing,2017,5512,True
Italy,Personal Devices and Computing,2019,14,True
Austria,Physical Sciences and Engineering,2024,0,False
Mexico,Physical Sciences and Engineering,2016,1,True
Slovenia,Physical Sciences and Engineering,2023,0,False
Serbia,Physical Sciences and Engineering,2022,0,False
International Bureau of WIPO,Physical Sciences and Engineering,2018,0,True
Finland,Physical Sciences and Engineering,2020,2,True
Finland,Physical Sciences and Engineering,2022,1,False
Bulgaria,Security,2022,0,False
Luxembourg,Security,2022,6,False
Uruguay,Security,2022,0,False
Italy,Security,2016,1,True
New Zealand,Security,2020,0,True
Spain,Security,2024,1,False
Czechia,Security,2020,0,True
South Africa,Security,2017,0,True
Israel,Telecommunications,2020,10,True
Luxembourg,Telecommunications,2017,0,True
Luxembourg,Telecommunications,2020,1,True
Luxembourg,Telecommunications,2022,9,False
Poland,Telecommunications,2017,3,True
Poland,Telecommunications,2023,3,False
United Kingdom,Telecommunications,2016,50,True
Singapore,Telecommunications,2017,26,True
Singapore,Telecommunications,2018,41,True
Finland,Telecommunications,2023,12,False
China (mainland),Telecommunications,2020,5919,True
Germany,Telecommunications,2024,10,False
South Africa,Telecommunications,2019,0,True
Austria,Telecommunications,2019,0,True
Eurasian Patent Organization,Transportation,2017,0,True
South Africa,Transportation,2020,0,True
China (mainland),Transportation,2022,7918,False
Israel,Transportation,2022,5,False
Sweden,Transportation,2022,3,False
Russia,Agriculture,2019,2,True
Switzerland,Agriculture,2017,0,True
France,Agriculture,2023,0,False
Luxembourg,Agriculture,2018,0,True
Australia,Agriculture,2019,26,True
India,Agriculture,2019,0,True
Portugal,Agriculture,2018,1,True
China (mainland),Agriculture,2018,297,True
Mexico,Agriculture,2018,7,True
Lithuania,Agriculture,2022,0,False
Taiwan,All,2018,357,True
Serbia,All,2016,2,True
Japan,All,2023,1550,False
Austria,All,2024,2,False
South Africa,All,2017,3,True
Netherlands,All,2024,10,False
Greece,All,2022,13,False
Bulgaria,All,2022,3,False
South Korea,All,2018,4186,True
Denmark,All,2017,25,True
Sweden,Banking and Finance,2020,1,True
Kenya,Banking and Finance,2016,0,True
South Africa,Banking and Finance,2024,0,False
Malaysia,Banking and Finance,2019,1,True
New Zealand,Banking and Finance,2017,2,True
India,Banking and Finance,2018,12,True
Israel,Banking and Finance,2022,0,False
Hungary,Banking and Finance,2017,0,True
Croatia,Banking and Finance,2022,0,False
Norway,Banking and Finance,2021,0,True
United States,Banking and Finance,2020,820,True
Philippines,Business,2019,4,True
Japan,Business,2018,267,True
Finland,Business,2016,1,True
South Korea,Business,2019,1177,True
Azerbaijan,Business,2018,0,True
Thailand,Business,2017,1,True
Slovenia,Business,2018,0,True
Bulgaria,Energy Management,2022,1,False
Azerbaijan,Energy Management,2018,0,True
Malaysia,Energy Management,2016,0,True
South Africa,Energy Management,2018,1,True
Philippines,Energy Management,2017,0,True
European Patent Organization,Energy Management,2022,46,False
Poland,Energy Management,2022,0,False
Denmark,Energy Management,2021,0,True
Denmark,Energy Management,2022,1,False
Luxembourg,Energy Management,2024,4,False
Eurasian Patent Organization,Energy Management,2018,0,True
Costa Rica,Energy Management,2020,0,True
Morocco,Energy Management,2022,0,False
Portugal,Energy Management,2019,0,True
South Korea,Energy Management,2023,229,False
Sweden,Energy Management,2020,3,True
Moldova,Industry and Manufacturing,2021,0,True
Hungary,Industry and Manufacturing,2019,0,True
Luxembourg,Industry and Manufacturing,2024,0,False
Panama,Industry and Manufacturing,2016,0,True
United Kingdom,Industry and Manufacturing,2021,10,True
Mexico,Industry and Manufacturing,2019,15,True
Mexico,Industry and Manufacturing,2020,15,True
Denmark,Industry and Manufacturing,2018,2,True
Denmark,Industry and Manufacturing,2019,2,True
Luxembourg,Life Sciences,2020,0,True
South Korea,Life Sciences,2024,25,False
Spain,Life Sciences,2016,25,True
Portugal,Life Sciences,2018,3,True
United States,Life Sciences,2023,451,False
Netherlands,Personal Devices and Computing,2016,2,True
Netherlands,Personal Devices and Computing,2019,8,True
Denmark,Personal Devices and Computing,2022,0,False
Slovenia,Personal Devices and Computing,2018,3,True
Switzerland,Personal Devices and Computing,2021,5,True
Singapore,Physical Sciences and Engineering,2016,5,True
China (mainland),Physical Sciences and Engineering,2025,86,False
India,Physical Sciences and Engineering,2017,2,True
Germany,Physical Sciences and Engineering,2019,41,True
Italy,Physical Sciences and Engineering,2019,3,True
Australia,Physical Sciences and Engineering,2016,21,True
France,Physical Sciences and Engineering,2019,4,True
Colombia,Security,2024,0,False
Finland,Security,2020,3,True
United States,Security,2018,1015,True
United States,Security,2019,1132,True
Portugal,Security,2019,0,True
Poland,Security,2023,0,False
Peru,Security,2022,0,False
Serbia,Security,2021,0,True
Czechia,Security,2017,0,True
Ukraine,Security,2016,0,True
Brazil,Security,2021,4,True
Latvia,Telecommunications,2017,0,True
Malaysia,Telecommunications,2022,0,False
Luxembourg,Telecommunications,2018,1,True
Poland,Telecommunications,2021,1,True
Italy,Telecommunications,2017,7,True
Singapore,Telecommunications,2020,5,True
France,Telecommunications,2023,30,False
Austria,Telecommunications,2018,0,True
Spain,Telecommunications,2016,12,True
Canada,Telecommunications,2024,0,False
Argentina,Telecommunications,2021,2,True
Eurasian Patent Organization,Transportation,2019,0,True
Luxembourg,Transportation,2019,1,True
Finland,Transportation,2019,3,True
Brazil,Transportation,2018,11,True
Hungary,Transportation,2019,0,True
Ukraine,Transportation,2016,0,True
Portugal,Transportation,2017,1,True
Switzerland,Transportation,2023,0,False
Bulgaria,Transportation,2021,0,True
Mexico,Transportation,2020,10,True
Moldova,Agriculture,2021,0,True
Australia,Agriculture,2018,39,True
Australia,Agriculture,2020,49,True
European Patent Organization,Agriculture,2023,10,False
India,Agriculture,2021,0,True
Serbia,Agriculture,2024,0,False
Italy,Agriculture,2019,3,True
Costa Rica,Agriculture,2019,0,True
Latvia,Agriculture,2020,0,True
San Marino,Agriculture,2020,0,True
Germany,All,2019,865,True
Belgium,All,2016,2,True
Austria,All,2017,11,True
Austria,All,2021,15,True
Singapore,All,2017,111,True
Jordan,All,2019,1,True
Costa Rica,All,2019,1,True
Portugal,All,2018,14,True
Portugal,All,2023,2,False
New Zealand,All,2021,4,True
France,All,2018,184,True
Romania,Banking and Finance,2024,0,False
Turkey,Banking and Finance,2016,1,True
Portugal,Banking and Finance,2018,0,True
South Korea,Banking and Finance,2020,298,True
European Patent Organization,Banking and Finance,2019,29,True
Malaysia,Banking and Finance,2021,0,True
Greece,Banking and Finance,2019,0,True
Morocco,Banking and Finance,2021,0,True
United Kingdom,Business,2016,39,True
Taiwan,Business,2022,17,False
Turkey,Business,2016,1,True
Sweden,Business,2021,2,True
Chile,Business,2023,1,False
Belgium,Business,2022,0,False
Luxembourg,Business,2022,11,False
Luxembourg,Business,2024,5,False
Luxembourg,Business,2025,0,False
Eurasian Patent Organization,Business,2018,1,True
Germany,Energy Management,2016,21,True
Philippines,Energy Management,2019,1,True
European Patent Organization,Energy Management,2023,31,False
India,Energy Management,2019,0,True
United States,Energy Management,2019,264,True
Saudi Arabia,Energy Management,2023,0,False
Colombia,Energy Management,2023,0,False
South Korea,Energy Management,2019,390,True
South Korea,Energy Management,2020,431,True
Greece,Industry and Manufacturing,2020,0,True
Finland,Industry and Manufacturing,2022,1,False
Italy,Industry and Manufacturing,2017,3,True
Ukraine,Industry and Manufacturing,2024,0,False
Colombia,Industry and Manufacturing,2017,0,True
Brazil,Industry and Manufacturing,2016,4,True
Czechia,Industry and Manufacturing,2022,0,False
Portugal,Industry and Manufacturing,2016,1,True
Germany,Industry and Manufacturing,2016,20,True
Belgium,Industry and Manufacturing,2016,1,True
Belgium,Industry and Manufacturing,2019,0,True
Belgium,Industry and Manufacturing,2023,0,False
Austria,Industry and Manufacturing,2020,3,True
Canada,Life Sciences,2023,9,False
Mexico,Life Sciences,2022,5,False
Ukraine,Life Sciences,2022,0,False
Philippines,Life Sciences,2023,0,False
Italy,Life Sciences,2019,17,True
Hungary,Life Sciences,2018,4,True
Croatia,Life Sciences,2022,0,False
Latvia,Life Sciences,2020,0,True
Poland,Life Sciences,2024,0,False
United States,Life Sciences,2022,1304,False
Australia,Life Sciences,2023,111,False
Russia,Life Sciences,2018,21,True
Spain,Personal Devices and Computing,2021,11,True
South Africa,Personal Devices and Computing,2023,0,False
Austria,Personal Devices and Computing,2021,6,True
Argentina,Personal Devices and Computing,2019,0,True
Argentina,Personal Devices and Computing,2023,2,False
Portugal,Personal Devices and Computing,2018,4,True
South Korea,Personal Devices and Computing,2019,2211,True
Greece,Personal Devices and Computing,2018,6,True
Mexico,Personal Devices and Computing,2022,7,False
Romania,Personal Devices and Computing,2016,0,True
United Kingdom,Personal Devices and Computing,2023,126,False
Mexico,Physical Sciences and Engineering,2017,3,True
Switzerland,Physical Sciences and Engineering,2016,1,True
Morocco,Physical Sciences and Engineering,2020,0,True
Brazil,Physical Sciences and Engineering,2020,13,True
Serbia,Physical Sciences and Engineering,2017,0,True
Spain,Physical Sciences and Engineering,2018,6,True
Spain,Physical Sciences and Engineering,2022,5,False
Portugal,Physical Sciences and Engineering,2020,0,True
France,Physical Sciences and Engineering,2020,13,True
Turkey,Physical Sciences and Engineering,2018,0,True
Colombia,Security,2021,0,True
Luxembourg,Security,2020,1,True
United Kingdom,Security,2019,29,True
Taiwan,Security,2021,11,True
World Intellectual Property Organization (WIPO),Security,2023,82,False
European Patent Organization,Security,2021,50,True
Argentina,Security,2021,0,True
South Korea,Telecommunications,2021,1583,True
World Intellectual Property Organization (WIPO),Telecommunications,2024,15,False
India,Telecommunications,2022,1,False
Morocco,Telecommunications,2019,3,True
Luxembourg,Telecommunications,2023,7,False
Ireland,Telecommunications,2021,0,True
European Patent Organization,Telecommunications,2018,103,True
Japan,Telecommunications,2023,105,False
United States,Telecommunications,2018,3236,True
Denmark,Telecommunications,2022,1,False
Slovakia,Telecommunications,2024,0,False
Tunisia,Transportation,2022,0,False
Finland,Transportation,2022,0,False
Israel,Transportation,2021,4,True
Sweden,Transportation,2016,3,True
Iran,Transportation,2018,0,True
Slovakia,Transportation,2023,0,False
Netherlands,Transportation,2018,0,True
Japan,Transportation,2021,170,True
Greece,Transportation,2022,1,False
Bulgaria,Transportation,2024,0,False
Singapore,Agriculture,2018,1,True
Argentina,Agriculture,2020,3,True
Iran,Agriculture,2018,0,True
Tunisia,All,2022,3,False
Germany,All,2021,995,True
Switzerland,All,2020,5,True
Finland,All,2020,39,True
Slovenia,All,2022,1,False
Netherlands,All,2019,24,True
Spain,All,2019,108,True
Turkey,All,2017,11,True
Israel,All,2022,27,False
Jordan,Banking and Finance,2021,0,True
Japan,Banking and Finance,2016,33,True
Moldova,Banking and Finance,2021,0,True
Denmark,Banking and Finance,2020,0,True
International Bureau of WIPO,Banking and Finance,2018,1,True
South Korea,Banking and Finance,2022,343,False
South Africa,Banking and Finance,2023,0,False
Malaysia,Banking and Finance,2022,0,False
Morocco,Banking and Finance,2019,1,True
Mexico,Business,2024,0,False
France,Business,2023,24,False
Italy,Business,2016,2,True
Indonesia,Business,2016,1,True
Netherlands,Business,2024,2,False
Belgium,Business,2017,2,True
Belgium,Business,2020,0,True
Spain,Business,2023,2,False
Ireland,Business,2023,1,False
Greece,Business,2020,0,True
Bulgaria,Business,2022,0,False
Russia,Business,2019,17,True
Netherlands,Energy Management,2021,2,True
Sri Lanka,Energy Management,2016,0,True
Israel,Energy Management,2021,0,True
Philippines,Energy Management,2021,0,True
Luxembourg,Energy Management,2016,0,True
Serbia,Energy Management,2020,1,True
Croatia,Energy Management,2023,0,False
United States,Energy Management,2018,263,True
Poland,Industry and Manufacturing,2021,6,True
Peru,Industry and Manufacturing,2017,0,True
Ireland,Industry and Manufacturing,2022,0,False
Serbia,Industry and Manufacturing,2019,0,True
Spain,Industry and Manufacturing,2024,0,False
Portugal,Industry and Manufacturing,2021,1,True
Sweden,Life Sciences,2019,7,True
Canada,Life Sciences,2024,0,False
India,Life Sciences,2018,31,True
Peru,Life Sciences,2022,0,False
Eurasian Patent Organization,Life Sciences,2017,2,True
Luxembourg,Life Sciences,2019,0,True
Italy,Life Sciences,2021,16,True
Bulgaria,Life Sciences,2023,0,False
Norway,Life Sciences,2020,2,True
South Africa,Life Sciences,2023,0,False
South Africa,Personal Devices and Computing,2021,0,True
Colombia,Personal Devices and Computing,2023,0,False
European Patent Organization,Personal Devices and Computing,2019,392,True
Slovenia,Personal Devices and Computing,2023,0,False
Ukraine,Physical Sciences and Engineering,2018,1,True
European Patent Organization,Physical Sciences and Engineering,2016,4,True
South Korea,Physical Sciences and Engineering,2022,466,False
Australia,Physical Sciences and Engineering,2019,45,True
Finland,Physical Sciences and Engineering,2021,2,True
Sweden,Physical Sciences and Engineering,2021,1,True
Turkey,Physical Sciences and Engineering,2017,0,True
Eurasian Patent Organization,Physical Sciences and Engineering,2016,0,True
Philippines,Security,2017,0,True
Taiwan,Security,2020,12,True
Lithuania,Security,2020,1,True
Denmark,Security,2017,1,True
European Patent Organization,Security,2024,1,False
Spain,Security,2016,2,True
Greece,Security,2016,0,True
Turkey,Security,2016,0,True
Netherlands,Telecommunications,2020,1,True
Netherlands,Telecommunications,2021,3,True
Czechia,Telecommunications,2017,0,True
Lithuania,Telecommunications,2019,1,True
Ukraine,Telecommunications,2017,0,True
Poland,Telecommunications,2019,13,True
Singapore,Telecommunications,2021,1,True
Finland,Telecommunications,2017,10,True
China (mainland),Telecommunications,2018,2563,True
United States,Telecommunications,2022,2021,False
South Africa,Telecommunications,2017,0,True
Costa Rica,Telecommunications,2019,0,True
Bulgaria,Telecommunications,2024,0,False
Australia,Telecommunications,2018,88,True
United States,Transportation,2018,1695,True
United States,Transportation,2022,474,False
Malaysia,Transportation,2021,0,True
Taiwan,Transportation,2022,11,False
United Kingdom,Transportation,2016,28,True
Peru,Transportation,2022,0,False
New Zealand,Transportation,2021,1,True
European Patent Organization,Transportation,2019,75,True
Ukraine,Transportation,2019,0,True
Ukraine,Transportation,2024,0,False
Portugal,Transportation,2020,0,True
Chile,Transportation,2017,0,True
Australia,Transportation,2018,40,True
Bulgaria,Transportation,2018,0,True
Denmark,Transportation,2019,4,True
Turkey,Agriculture,2019,2,True
Switzerland,Agriculture,2021,0,True
France,Agriculture,2022,2,False
Singapore,Agriculture,2020,0,True
Ireland,Agriculture,2016,0,True
Colombia,Agriculture,2024,0,False
Taiwan,Agriculture,2024,0,False
Greece,Agriculture,2021,1,True
Lithuania,Agriculture,2020,0,True
Hungary,All,2017,11,True
Sweden,All,2018,31,True
Belgium,All,2019,2,True
Czechia,All,2017,1,True
Norway,All,2018,6,True
Chile,All,2021,1,True
Luxembourg,All,2022,73,False
South Africa,All,2020,6,True
Lithuania,All,2018,10,True
Turkey,All,2020,46,True
United States,All,2024,162,False
Australia,All,2024,1,False
France,Banking and Finance,2023,3,False
Finland,Banking and Finance,2020,0,True
Finland,Banking and Finance,2023,2,False
Denmark,Banking and Finance,2021,0,True
European Patent Organization,Banking and Finance,2024,0,False
New Zealand,Banking and Finance,2019,0,True
Italy,Banking and Finance,2022,0,False
Australia,Banking and Finance,2019,46,True
United States,Banking and Finance,2021,529,True
Costa Rica,Banking and Finance,2019,0,True
Poland,Business,2018,3,True
Poland,Business,2022,1,False
Poland,Business,2023,1,False
Turkey,Business,2019,3,True
Hungary,Business,2020,3,True
Israel,Business,2020,2,True
Lithuania,Business,2017,1,True
China (mainland),Business,2017,1598,True
Ireland,Business,2018,0,True
Peru,Business,2023,0,False
European Patent Organization,Business,2021,86,True
Netherlands,Energy Management,2023,2,False
Uruguay,Energy Management,2017,0,True
Czechia,Energy Management,2022,0,False
South Africa,Energy Management,2021,0,True
Mexico,Energy Management,2017,2,True
Argentina,Energy Management,2019,0,True
Australia,Energy Management,2022,15,False
Moldova,Energy Management,2021,0,True
Croatia,Energy Management,2020,0,True
Spain,Energy Management,2022,3,False
Sweden,Energy Management,2022,4,False
Greece,Industry and Manufacturing,2021,1,True
China (mainland),Industry and Manufacturing,2018,1108,True
United States,Industry and Manufacturing,2021,417,True
Japan,Industry and Manufacturing,2019,353,True
Malaysia,Industry and Manufacturing,2018,2,True
Finland,Industry and Manufacturing,2019,7,True
International Bureau of WIPO,Industry and Manufacturing,2019,2,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2020,38,True
Ukraine,Industry and Manufacturing,2021,0,True
Colombia,Industry and Manufacturing,2021,1,True
Croatia,Industry and Manufacturing,2022,1,False
New Zealand,Industry and Manufacturing,2022,0,False
Austria,Industry and Manufacturing,2022,1,False
Serbia,Life Sciences,2018,1,True
Argentina,Life Sciences,2016,0,True
Argentina,Life Sciences,2021,0,True
World Intellectual Property Organization (WIPO),Life Sciences,2022,432,False
South Korea,Life Sciences,2023,787,False
Switzerland,Life Sciences,2020,0,True
European Patent Organization,Life Sciences,2023,222,False
Eurasian Patent Organization,Personal Devices and Computing,2017,1,True
Chile,Personal Devices and Computing,2018,0,True
Jordan,Personal Devices and Computing,2019,0,True
Belgium,Personal Devices and Computing,2022,1,False
Turkey,Personal Devices and Computing,2021,18,True
Ukraine,Personal Devices and Computing,2024,0,False
Greece,Personal Devices and Computing,2021,4,True
France,Personal Devices and Computing,2017,41,True
Serbia,Personal Devices and Computing,2018,0,True
Netherlands,Physical Sciences and Engineering,2022,6,False
Singapore,Physical Sciences and Engineering,2018,18,True
South Korea,Physical Sciences and Engineering,2020,417,True
New Zealand,Physical Sciences and Engineering,2021,2,True
Taiwan,Physical Sciences and Engineering,2019,11,True
Taiwan,Physical Sciences and Engineering,2023,10,False
Canada,Physical Sciences and Engineering,2020,60,True
Kenya,Physical Sciences and Engineering,2016,0,True
San Marino,Physical Sciences and Engineering,2020,0,True
Saudi Arabia,Physical Sciences and Engineering,2021,0,True
Spain,Physical Sciences and Engineering,2021,7,True
Iran,Physical Sciences and Engineering,2018,0,True
Uruguay,Physical Sciences and Engineering,2020,0,True
Bulgaria,Physical Sciences and Engineering,2020,0,True
Bulgaria,Security,2019,0,True
Lithuania,Security,2017,0,True
Norway,Security,2022,0,False
Germany,Security,2022,34,False
Eurasian Patent Organization,Security,2018,0,True
World Intellectual Property Organization (WIPO),Telecommunications,2020,171,True
New Zealand,Telecommunications,2017,4,True
Romania,Telecommunications,2019,1,True
Estonia,Telecommunications,2022,0,False
Brazil,Telecommunications,2022,1,False
Japan,Telecommunications,2019,489,True
Denmark,Telecommunications,2023,1,False
International Bureau of WIPO,Telecommunications,2016,2,True
France,Telecommunications,2022,50,False
Belgium,Telecommunications,2018,1,True
Australia,Telecommunications,2016,56,True
Eurasian Patent Organization,Transportation,2016,0,True
World Intellectual Property Organization (WIPO),Transportation,2016,2,True
Malaysia,Transportation,2019,0,True
Tunisia,Transportation,2020,0,True
Tunisia,Transportation,2021,0,True
Austria,Transportation,2022,4,False
India,Transportation,2019,0,True
India,Transportation,2022,1,False
Jordan,Transportation,2019,0,True
Switzerland,Transportation,2021,1,True
Australia,Transportation,2022,13,False
Peru,Agriculture,2019,0,True
France,Agriculture,2021,1,True
Singapore,Agriculture,2016,0,True
European Patent Organization,Agriculture,2016,6,True
Estonia,Agriculture,2022,0,False
International Bureau of WIPO,Agriculture,2019,1,True
Taiwan,Agriculture,2021,4,True
Costa Rica,Agriculture,2020,0,True
Greece,Agriculture,2017,0,True
Finland,Agriculture,2022,0,False
South Africa,Agriculture,2020,0,True
Sweden,All,2019,16,True
Russia,All,2019,169,True
Poland,All,2022,13,False
Finland,All,2016,9,True
Finland,All,2018,43,True
Belgium,All,2017,2,True
Romania,All,2016,2,True
Romania,All,2019,6,True
Italy,All,2018,42,True
Luxembourg,All,2017,3,True
Luxembourg,All,2024,63,False
New Zealand,All,2018,14,True
Croatia,All,2022,2,False
Slovakia,All,2021,9,True
Eurasian Patent Organization,All,2017,3,True
European Patent Organization,Banking and Finance,2023,17,False
Australia,Banking and Finance,2021,59,True
Greece,Banking and Finance,2018,0,True
Norway,Banking and Finance,2018,1,True
Norway,Banking and Finance,2019,1,True
Taiwan,Business,2020,25,True
Colombia,Business,2021,1,True
Uruguay,Business,2017,0,True
Israel,Business,2021,3,True
South Africa,Business,2019,0,True
Spain,Business,2024,0,False
Saudi Arabia,Business,2018,1,True
Ukraine,Business,2019,0,True
Singapore,Business,2018,27,True
Singapore,Business,2019,23,True
World Intellectual Property Organization (WIPO),Business,2017,4,True
Taiwan,Energy Management,2019,6,True
Bulgaria,Energy Management,2019,0,True
South Africa,Energy Management,2019,1,True
Mexico,Energy Management,2018,4,True
Romania,Energy Management,2018,0,True
Philippines,Energy Management,2020,0,True
International Bureau of WIPO,Energy Management,2018,0,True
Italy,Energy Management,2017,2,True
Belgium,Energy Management,2022,0,False
Turkey,Energy Management,2023,1,False
Poland,Energy Management,2017,0,True
Poland,Energy Management,2024,0,False
New Zealand,Energy Management,2022,0,False
Finland,Energy Management,2022,1,False
Thailand,Energy Management,2017,0,True
India,Energy Management,2016,2,True
United Kingdom,Energy Management,2016,3,True
Greece,Industry and Manufacturing,2019,0,True
Oman,Industry and Manufacturing,2016,0,True
Kenya,Industry and Manufacturing,2016,0,True
Tunisia,Industry and Manufacturing,2021,0,True
Czechia,Industry and Manufacturing,2023,1,False
Estonia,Industry and Manufacturing,2022,0,False
Denmark,Industry and Manufacturing,2022,1,False
Latvia,Industry and Manufacturing,2020,0,True
Austria,Industry and Manufacturing,2023,1,False
Serbia,Life Sciences,2024,0,False
Philippines,Life Sciences,2018,1,True
Jordan,Life Sciences,2017,0,True
Argentina,Life Sciences,2017,0,True
France,Life Sciences,2016,15,True
France,Life Sciences,2017,21,True
Bulgaria,Life Sciences,2019,0,True
Czechia,Life Sciences,2020,1,True
Ireland,Life Sciences,2023,0,False
Germany,Life Sciences,2023,63,False
Tunisia,Life Sciences,2021,1,True
World Intellectual Property Organization (WIPO),Life Sciences,2023,487,False
Greece,Life Sciences,2021,1,True
Brazil,Life Sciences,2021,28,True
Poland,Life Sciences,2021,3,True
Poland,Life Sciences,2022,2,False
Croatia,Personal Devices and Computing,2023,0,False
Costa Rica,Personal Devices and Computing,2019,0,True
European Patent Organization,Personal Devices and Computing,2020,466,True
Portugal,Personal Devices and Computing,2021,2,True
Singapore,Personal Devices and Computing,2017,51,True
Ukraine,Personal Devices and Computing,2017,0,True
Greece,Personal Devices and Computing,2024,0,False
Poland,Personal Devices and Computing,2017,12,True
Poland,Personal Devices and Computing,2021,5,True
Germany,Personal Devices and Computing,2020,358,True
Germany,Personal Devices and Computing,2022,269,False
Italy,Personal Devices and Computing,2016,2,True
Chile,Physical Sciences and Engineering,2019,0,True
Ukraine,Physical Sciences and Engineering,2019,0,True
Singapore,Physical Sciences and Engineering,2020,0,True
Greece,Physical Sciences and Engineering,2024,0,False
Serbia,Physical Sciences and Engineering,2024,0,False
Eurasian Patent Organization,Physical Sciences and Engineering,2017,0,True
Finland,Security,2019,2,True
Finland,Security,2022,1,False
Sweden,Security,2016,0,True
United Kingdom,Security,2018,26,True
Indonesia,Security,2016,0,True
European Patent Organization,Security,2022,82,False
Croatia,Security,2018,0,True
Japan,Security,2017,76,True
Japan,Security,2019,106,True
Turkey,Security,2023,4,False
Brazil,Security,2020,5,True
Chile,Security,2021,1,True
Norway,Telecommunications,2021,2,True
Germany,Telecommunications,2019,112,True
Taiwan,Telecommunications,2021,49,True
Sweden,Telecommunications,2018,8,True
Austria,Telecommunications,2021,2,True
Peru,Telecommunications,2021,1,True
