country,field,year,num_articles,complete
China (mainland),All,2021,71216,True
Switzerland,All,2020,3139,True
Peru,All,2016,87,True
Ethiopia,All,2016,25,True
San Marino,All,2020,2,True
North America and the Caribbean,All,2021,58830,True
United Kingdom,All,2016,6913,True
Laos,All,2025,6,False
Czechia,All,2019,962,True
Ghana,All,2016,17,True
Côte d'Ivoire,All,2020,17,True
Uruguay,All,2021,80,True
EU,All,2026,5,False
Bahrain,All,2022,165,True
Australia,All,2022,6287,True
Australia,All,2025,5116,False
Burkina Faso,All,2017,1,True
Canada,Computer Vision,2023,2202,True
Spain,Computer Vision,2023,1341,True
Belarus,Computer Vision,2016,32,True
Panama,Computer Vision,2022,13,True
Bosnia and Herzegovina,Computer Vision,2018,22,True
Bangladesh,Computer Vision,2025,644,False
Sri Lanka,Computer Vision,2024,175,True
Laos,Computer Vision,2024,1,True
Tonga,Computer Vision,2024,1,True
Albania,Computer Vision,2020,6,True
Iceland,Computer Vision,2020,22,True
Bulgaria,Computer Vision,2022,77,True
South Korea,Computer Vision,2021,2987,True
OECD,Computer Vision,2026,7,False
Luxembourg,Computer Vision,2020,37,True
Global Partnership on Artificial Intelligence,Computer Vision,2018,27370,True
Africa,Computer Vision,2025,1238,False
Algeria,Computer Vision,2016,191,True
Jordan,Computer Vision,2022,160,True
Latvia,Computer Vision,2019,9,True
Mauritius,Computer Vision,2025,4,False
Germany,Computer Vision,2018,1962,True
Kuwait,Computer Vision,2023,44,True
Cameroon,Computer Vision,2022,14,True
Côte d'Ivoire,Computer Vision,2019,2,True
Malaysia,Computer Vision,2025,637,False
Zimbabwe,Computer Vision,2024,3,True
Sierra Leone,Computer Vision,2023,3,True
France,Computer Vision,2018,1646,True
Libya,Computer Vision,2016,4,True
South and Central America,Computer Vision,2024,1281,True
Czechia,Computer Vision,2023,245,True
Norway,Large language models,2025,63,False
Japan,Large language models,2025,584,False
Quad,Large language models,2018,1105,True
Five Eyes,Large language models,2021,5104,True
Malaysia,Large language models,2023,92,True
Iraq,Large language models,2020,2,True
Cuba,Large language models,2017,1,True
Costa Rica,Large language models,2024,4,True
United States,Large language models,2016,260,True
Colombia,Large language models,2024,18,True
Denmark,Large language models,2020,45,True
Croatia,Large language models,2024,21,True
NATO,Large language models,2017,641,True
Cyprus,Large language models,2020,2,True
Thailand,Large language models,2016,2,True
United Arab Emirates,Large language models,2016,1,True
Portugal,Large language models,2022,54,True
Singapore,Natural Language Processing,2020,277,True
North Macedonia,Natural Language Processing,2017,11,True
Cambodia,Natural Language Processing,2024,8,True
Japan,Natural Language Processing,2025,433,False
Montenegro,Natural Language Processing,2024,3,True
Australia,Natural Language Processing,2016,230,True
Australia,Natural Language Processing,2018,352,True
Bahrain,Natural Language Processing,2023,11,True
Croatia,Natural Language Processing,2024,48,True
Kazakhstan,Natural Language Processing,2016,18,True
Zimbabwe,Natural Language Processing,2024,3,True
Cyprus,Natural Language Processing,2025,10,False
Slovakia,Natural Language Processing,2025,19,False
Finland,Natural Language Processing,2019,148,True
Portugal,Natural Language Processing,2023,173,True
Portugal,Natural Language Processing,2025,76,False
Mauritius,Natural Language Processing,2019,3,True
China (mainland),Natural Language Processing,2020,4645,True
Algeria,Natural Language Processing,2016,36,True
United States,Natural Language Processing,2025,3107,False
Argentina,Natural Language Processing,2019,40,True
Sweden,Natural Language Processing,2016,169,True
Sudan,Natural Language Processing,2024,4,True
Uganda,Natural Language Processing,2025,4,False
Spain,Natural Language Processing,2020,549,True
Cuba,Natural Language Processing,2023,2,True
Honduras,Robotics,2024,13,True
Syria,Robotics,2016,3,True
Belgium,Robotics,2020,311,True
China (mainland),Robotics,2024,17411,True
Kazakhstan,Robotics,2019,67,True
Trinidad and Tobago,Robotics,2016,1,True
Montenegro,Robotics,2016,3,True
Montenegro,Robotics,2025,2,False
OECD,Robotics,2024,24949,True
Jamaica,Robotics,2018,2,True
Ecuador,Robotics,2017,82,True
Africa,Robotics,2020,578,True
Vietnam,Robotics,2025,109,False
Hungary,Robotics,2021,150,True
Hungary,Robotics,2022,165,True
Slovenia,Robotics,2020,54,True
Croatia,Robotics,2020,70,True
Croatia,Robotics,2022,80,True
Taiwan,Robotics,2022,535,True
Panama,Robotics,2017,6,True
Azerbaijan,Robotics,2018,3,True
Tanzania,Robotics,2025,1,False
Uzbekistan,Robotics,2019,1,True
Uzbekistan,Robotics,2021,12,True
Europe,Robotics,2020,12552,True
New Zealand,Robotics,2018,119,True
Malaysia,Robotics,2020,313,True
Japan,AI Safety,2016,42,True
South Korea,AI Safety,2019,71,True
Germany,AI Safety,2023,587,True
Slovakia,AI Safety,2022,4,True
Egypt,AI Safety,2025,38,False
Sweden,AI Safety,2022,78,True
Philippines,AI Safety,2016,1,True
China (mainland),AI Safety,2020,744,True
Africa,AI Safety,2021,47,True
North Macedonia,AI Safety,2023,2,True
Lebanon,AI Safety,2023,13,True
Singapore,AI Safety,2016,25,True
Canada,AI Safety,2020,241,True
EU,AI Safety,2016,344,True
Netherlands,AI Safety,2017,39,True
Netherlands,AI Safety,2021,121,True
Bangladesh,AI Safety,2018,6,True
Ghana,AI Safety,2024,5,True
Yemen,AI Safety,2019,1,True
Albania,All,2017,25,True
Sweden,All,2018,1317,True
Cameroon,All,2023,92,True
Maldives,All,2024,6,True
Italy,All,2021,7596,True
Thailand,All,2018,797,True
Afghanistan,All,2022,46,True
Mozambique,All,2025,7,False
Algeria,All,2025,420,False
Philippines,All,2024,1130,True
Chile,All,2022,460,True
New Zealand,All,2017,550,True
Malaysia,All,2024,4217,True
Angola,All,2020,4,True
Congo,All,2024,36,True
Slovenia,All,2022,358,True
Mongolia,All,2023,31,True
Congo,All,2018,2,True
Nicaragua,All,2024,1,True
Luxembourg,All,2022,244,True
Timor-Leste,All,2024,3,True
Rwanda,All,2024,91,True
North America and the Caribbean,All,2016,26388,True
North America and the Caribbean,All,2026,13,False
Oman,All,2020,111,True
Kazakhstan,All,2022,309,True
Austria,All,2016,952,True
Norway,All,2018,824,True
Cuba,All,2022,40,True
South Korea,All,2019,5191,True
Egypt,All,2016,700,True
Egypt,All,2020,1453,True
Canada,Computer Vision,2026,1,False
Tunisia,Computer Vision,2019,195,True
Madagascar,Computer Vision,2018,1,True
Malawi,Computer Vision,2017,1,True
Ukraine,Computer Vision,2018,201,True
Armenia,Computer Vision,2025,10,False
Pakistan,Computer Vision,2021,944,True
Bosnia and Herzegovina,Computer Vision,2020,23,True
Asia,Computer Vision,2026,14,False
New Zealand,Computer Vision,2017,162,True
North Korea,Computer Vision,2018,3,True
NATO,Computer Vision,2022,25763,True
Bolivia,Computer Vision,2020,2,True
Netherlands,Computer Vision,2020,743,True
Albania,Computer Vision,2018,6,True
Azerbaijan,Computer Vision,2022,19,True
Bulgaria,Computer Vision,2017,25,True
Congo,Computer Vision,2018,1,True
Singapore,Computer Vision,2026,1,False
United Kingdom,Computer Vision,2026,1,False
Chile,Computer Vision,2023,120,True
Global Partnership on Artificial Intelligence,Computer Vision,2019,32614,True
Africa,Computer Vision,2021,2109,True
Japan,Computer Vision,2024,2984,True
Nigeria,Computer Vision,2023,205,True
Cyprus,Computer Vision,2016,40,True
Mauritius,Computer Vision,2024,12,True
Senegal,Computer Vision,2018,5,True
Guyana,Computer Vision,2024,2,True
Gabon,Computer Vision,2025,3,False
Serbia,Computer Vision,2017,61,True
Kyrgyzstan,Computer Vision,2019,4,True
United Arab Emirates,Computer Vision,2021,457,True
Zimbabwe,Computer Vision,2017,1,True
Afghanistan,Computer Vision,2023,9,True
Botswana,Computer Vision,2021,11,True
Fiji,Computer Vision,2024,4,True
Nicaragua,Computer Vision,2017,1,True
Asia,Large language models,2016,250,True
Quad,Large language models,2023,7467,True
India,Large language models,2023,983,True
United Kingdom,Large language models,2018,190,True
Bulgaria,Large language models,2021,6,True
Tanzania,Large language models,2023,2,True
Israel,Large language models,2025,110,False
Zimbabwe,Large language models,2024,1,True
Oman,Large language models,2021,1,True
Denmark,Large language models,2024,188,True
Sudan,Large language models,2021,2,True
Algeria,Large language models,2022,5,True
China (mainland),Large language models,2025,10097,False
Brazil,Large language models,2023,107,True
Hungary,Large language models,2022,11,True
Slovenia,Natural Language Processing,2021,71,True
Slovenia,Natural Language Processing,2023,66,True
Denmark,Natural Language Processing,2016,89,True
Qatar,Natural Language Processing,2022,56,True
Egypt,Natural Language Processing,2024,155,True
North America and the Caribbean,Natural Language Processing,2021,7004,True
Côte d'Ivoire,Natural Language Processing,2023,3,True
Estonia,Natural Language Processing,2016,13,True
EU,Natural Language Processing,2020,5371,True
Romania,Natural Language Processing,2023,142,True
Israel,Natural Language Processing,2018,178,True
Quad,Natural Language Processing,2019,7376,True
Belgium,Natural Language Processing,2022,219,True
Nepal,Natural Language Processing,2021,8,True
Oceania,Natural Language Processing,2024,732,True
Austria,Natural Language Processing,2021,154,True
Switzerland,Natural Language Processing,2018,233,True
Argentina,Natural Language Processing,2025,12,False
Jordan,Natural Language Processing,2018,54,True
Russia,Natural Language Processing,2020,507,True
Bulgaria,Natural Language Processing,2019,56,True
Dominican Republic,Natural Language Processing,2023,1,True
Lithuania,Natural Language Processing,2019,21,True
South Africa,Natural Language Processing,2024,90,True
Cyprus,Robotics,2017,34,True
Saudi Arabia,Robotics,2018,104,True
Guatemala,Robotics,2023,5,True
Bahamas,Robotics,2021,1,True
Bangladesh,Robotics,2025,48,False
Trinidad and Tobago,Robotics,2018,1,True
Cambodia,Robotics,2021,2,True
Pakistan,Robotics,2016,108,True
Brazil,Robotics,2016,423,True
Austria,Robotics,2017,211,True
Ghana,Robotics,2021,4,True
Quad,Robotics,2020,13105,True
NATO,Robotics,2026,16,False
Five Eyes,Robotics,2025,7425,False
Vietnam,Robotics,2016,81,True
Serbia,Robotics,2019,59,True
United Kingdom,Robotics,2020,2029,True
Denmark,Robotics,2023,366,True
Iceland,Robotics,2018,4,True
Panama,Robotics,2021,3,True
Azerbaijan,Robotics,2016,3,True
Azerbaijan,Robotics,2019,7,True
Myanmar,Robotics,2023,6,True
Australia,Robotics,2021,829,True
Sweden,Robotics,2020,471,True
Côte d'Ivoire,Robotics,2019,1,True
Uganda,Robotics,2017,1,True
Mexico,Robotics,2022,344,True
Bosnia and Herzegovina,Robotics,2022,16,True
EU,Robotics,2016,6710,True
Slovakia,Robotics,2018,96,True
ASEAN,Robotics,2019,1467,True
Romania,Robotics,2024,242,True
Turkmenistan,Robotics,2025,2,False
Ireland,Robotics,2025,77,False
Estonia,Robotics,2021,56,True
Oceania,AI Safety,2018,110,True
Oceania,AI Safety,2022,210,True
Uganda,AI Safety,2024,4,True
Germany,AI Safety,2016,117,True
Italy,AI Safety,2021,189,True
Malta,AI Safety,2025,4,False
Slovakia,AI Safety,2023,4,True
Spain,AI Safety,2024,166,True
Belgium,AI Safety,2025,63,False
Bahrain,AI Safety,2022,1,True
Denmark,AI Safety,2021,47,True
Israel,AI Safety,2019,76,True
Indonesia,AI Safety,2016,2,True
Lithuania,AI Safety,2023,4,True
India,AI Safety,2020,162,True
Nigeria,AI Safety,2025,20,False
Iran,AI Safety,2023,28,True
Tanzania,All,2023,99,True
Montenegro,All,2023,34,True
Italy,All,2022,7646,True
Netherlands,All,2017,1957,True
Thailand,All,2019,893,True
Afghanistan,All,2021,17,True
Europe,All,2017,41097,True
Colombia,All,2024,691,True
Ukraine,All,2025,430,False
Bolivia,All,2022,8,True
Uzbekistan,All,2022,177,True
New Zealand,All,2020,753,True
Angola,All,2018,1,True
Slovenia,All,2021,428,True
Syria,All,2025,62,False
Bahamas,All,2024,2,True
Peru,All,2021,355,True
Slovakia,All,2021,419,True
Rwanda,All,2018,3,True
Rwanda,All,2023,115,True
Tonga,All,2021,1,True
Global Partnership on Artificial Intelligence,All,2017,82655,True
Spain,All,2019,4336,True
Indonesia,All,2021,4563,True
Quad,All,2016,41356,True
South Africa,All,2022,846,True
Bahrain,All,2021,109,True
Burkina Faso,All,2022,17,True
Burkina Faso,All,2024,33,True
Ukraine,Computer Vision,2021,272,True
Philippines,Computer Vision,2021,225,True
Russia,Computer Vision,2021,1094,True
Myanmar,Computer Vision,2021,25,True
Kenya,Computer Vision,2024,57,True
Bosnia and Herzegovina,Computer Vision,2017,23,True
New Zealand,Computer Vision,2022,203,True
Sri Lanka,Computer Vision,2023,166,True
Mauritania,Computer Vision,2016,1,True
Nepal,Computer Vision,2024,54,True
Laos,Computer Vision,2019,1,True
Lithuania,Computer Vision,2019,29,True
Lithuania,Computer Vision,2020,37,True
Costa Rica,Computer Vision,2023,15,True
Venezuela,Computer Vision,2017,6,True
Iraq,Computer Vision,2023,881,True
Monaco,Computer Vision,2024,1,True
Chad,Computer Vision,2023,1,True
Albania,Computer Vision,2024,8,True
Lebanon,Computer Vision,2017,33,True
Bulgaria,Computer Vision,2020,45,True
Qatar,Computer Vision,2019,56,True
Oman,Computer Vision,2017,14,True
Oman,Computer Vision,2021,54,True
India,Computer Vision,2025,8492,False
OECD,Computer Vision,2018,22652,True
Sudan,Computer Vision,2016,16,True
Global Partnership on Artificial Intelligence,Computer Vision,2021,44309,True
Greece,Computer Vision,2025,233,False
Romania,Computer Vision,2019,288,True
Cambodia,Computer Vision,2021,5,True
Syria,Computer Vision,2020,14,True
Kosovo,Computer Vision,2019,3,True
France,Computer Vision,2020,1796,True
Norway,Computer Vision,2023,530,True
Indonesia,Computer Vision,2023,2098,True
Mozambique,Computer Vision,2019,4,True
Estonia,Large language models,2021,5,True
Sri Lanka,Large language models,2025,28,False
Brunei Darussalam,Large language models,2023,6,True
North America and the Caribbean,Large language models,2017,414,True
Nigeria,Large language models,2023,21,True
Indonesia,Large language models,2021,61,True
Global Partnership on Artificial Intelligence,Large language models,2016,520,True
Global Partnership on Artificial Intelligence,Large language models,2026,1,False
Burundi,Large language models,2023,1,True
United Kingdom,Large language models,2021,840,True
United Kingdom,Large language models,2023,1499,True
Bangladesh,Large language models,2023,152,True
Malaysia,Large language models,2016,2,True
Belgium,Large language models,2023,102,True
Chile,Large language models,2024,24,True
EU,Large language models,2018,385,True
Croatia,Large language models,2016,1,True
Croatia,Large language models,2018,1,True
Ukraine,Large language models,2023,32,True
Hungary,Large language models,2021,19,True
Hungary,Large language models,2023,26,True
Slovenia,Natural Language Processing,2018,39,True
Uzbekistan,Natural Language Processing,2017,2,True
North Macedonia,Natural Language Processing,2020,19,True
Grenada,Natural Language Processing,2021,1,True
Peru,Natural Language Processing,2017,11,True
Colombia,Natural Language Processing,2023,32,True
OECD,Natural Language Processing,2020,13905,True
Swaziland,Natural Language Processing,2024,1,True
North Korea,Natural Language Processing,2017,1,True
Romania,Natural Language Processing,2020,171,True
Honduras,Natural Language Processing,2022,1,True
Quad,Natural Language Processing,2024,9887,True
Oceania,Natural Language Processing,2018,393,True
China (mainland),Natural Language Processing,2022,6090,True
Austria,Natural Language Processing,2025,93,False
Thailand,Natural Language Processing,2018,87,True
Oman,Natural Language Processing,2021,12,True
Argentina,Natural Language Processing,2016,34,True
Jordan,Natural Language Processing,2019,87,True
Jordan,Natural Language Processing,2021,107,True
Jordan,Natural Language Processing,2024,108,True
Panama,Natural Language Processing,2022,3,True
Vietnam,Natural Language Processing,2016,91,True
Armenia,Natural Language Processing,2023,16,True
Georgia,Natural Language Processing,2025,3,False
Singapore,Robotics,2017,361,True
Bulgaria,Robotics,2019,76,True
Guatemala,Robotics,2021,4,True
Iraq,Robotics,2025,59,False
Syria,Robotics,2019,9,True
Oman,Robotics,2021,12,True
Ukraine,Robotics,2017,84,True
Namibia,Robotics,2023,3,True
United States,Robotics,2018,6310,True
Peru,Robotics,2020,48,True
Quad,Robotics,2019,12059,True
Ecuador,Robotics,2020,82,True
United Kingdom,Robotics,2023,2325,True
Kuwait,Robotics,2018,13,True
Portugal,Robotics,2018,305,True
South Korea,Robotics,2017,1113,True
Uzbekistan,Robotics,2024,22,True
Global Partnership on Artificial Intelligence,Robotics,2021,24861,True
Netherlands,Robotics,2022,647,True
Egypt,Robotics,2025,127,False
Norway,Robotics,2021,220,True
Asia,Robotics,2019,17795,True
Asia,Robotics,2026,45,False
Ireland,Robotics,2017,54,True
Malaysia,Robotics,2017,283,True
Morocco,Robotics,2018,27,True
Morocco,Robotics,2020,47,True
Global Partnership on Artificial Intelligence,AI Safety,2024,7037,True
United States,AI Safety,2023,2255,True
Switzerland,AI Safety,2021,131,True
Germany,AI Safety,2020,520,True
Italy,AI Safety,2024,297,True
Slovakia,AI Safety,2024,14,True
Moldova,AI Safety,2025,1,False
Europe,AI Safety,2017,628,True
Cambodia,AI Safety,2024,1,True
Cyprus,AI Safety,2022,10,True
Africa,AI Safety,2018,17,True
Vietnam,AI Safety,2017,1,True
Vietnam,AI Safety,2021,15,True
North Macedonia,AI Safety,2017,2,True
Iceland,AI Safety,2024,1,True
ASEAN,AI Safety,2018,69,True
Armenia,AI Safety,2024,2,True
Sri Lanka,AI Safety,2024,21,True
EU,AI Safety,2017,465,True
United Kingdom,AI Safety,2022,392,True
New Zealand,AI Safety,2017,8,True
Poland,AI Safety,2018,16,True
Kazakhstan,AI Safety,2019,1,True
Kazakhstan,AI Safety,2023,6,True
Bulgaria,All,2024,482,True
Sierra Leone,All,2022,2,True
Kenya,All,2024,233,True
Chad,All,2024,6,True
Canada,All,2022,7755,True
Canada,All,2024,8349,True
Cameroon,All,2016,10,True
Maldives,All,2022,7,True
North Macedonia,All,2017,72,True
North Macedonia,All,2019,68,True
North Korea,All,2020,5,True
Haiti,All,2018,1,True
Tunisia,All,2025,423,False
Afghanistan,All,2018,2,True
Qatar,All,2024,633,True
Jamaica,All,2022,8,True
Uzbekistan,All,2024,484,True
Bosnia and Herzegovina,All,2016,62,True
Gambia,All,2025,7,False
Malawi,All,2025,18,False
Syria,All,2019,29,True
Pakistan,All,2020,1908,True
Israel,All,2024,1449,True
Luxembourg,All,2016,133,True
Rwanda,All,2022,53,True
North America and the Caribbean,All,2020,54583,True
United Kingdom,All,2025,9742,False
Laos,All,2024,5,True
Czechia,All,2017,801,True
Czechia,All,2021,1143,True
Tonga,All,2023,1,True
Global Partnership on Artificial Intelligence,All,2016,75995,True
Global Partnership on Artificial Intelligence,All,2018,99093,True
Indonesia,All,2020,3864,True
Quad,All,2020,80810,True
Dominica,All,2025,2,False
Andorra,All,2023,1,True
Moldova,All,2017,8,True
Niger,All,2025,5,False
United States,All,2021,50489,True
India,All,2022,31400,True
India,All,2023,43831,True
Ukraine,Computer Vision,2020,306,True
Five Eyes,Computer Vision,2024,17959,True
Ghana,Computer Vision,2016,4,True
Finland,Computer Vision,2022,346,True
Mexico,Computer Vision,2017,240,True
Mexico,Computer Vision,2025,186,False
Mauritania,Computer Vision,2024,2,True
Quad,Computer Vision,2022,26210,True
Australia,Computer Vision,2023,2241,True
Colombia,Computer Vision,2021,227,True
Europe,Computer Vision,2017,10259,True
Europe,Computer Vision,2026,1,False
Croatia,Computer Vision,2020,96,True
Uganda,Computer Vision,2024,30,True
NATO,Computer Vision,2024,26815,True
Chad,Computer Vision,2024,3,True
Iceland,Computer Vision,2025,10,False
Sudan,Computer Vision,2019,26,True
Greece,Computer Vision,2023,449,True
Brunei Darussalam,Computer Vision,2025,9,False
Latvia,Computer Vision,2022,27,True
United States,Computer Vision,2026,3,False
Tajikistan,Computer Vision,2024,1,True
Norway,Computer Vision,2019,256,True
Libya,Computer Vision,2025,8,False
Guatemala,Computer Vision,2021,3,True
Jordan,Large language models,2021,17,True
Kazakhstan,Large language models,2024,30,True
Turkey,Large language models,2018,6,True
Turkey,Large language models,2020,28,True
Czechia,Large language models,2017,3,True
Lebanon,Large language models,2019,3,True
Oceania,Large language models,2018,55,True
Tunisia,Large language models,2024,25,True
Peru,Large language models,2019,1,True
Slovenia,Large language models,2021,19,True
Sierra Leone,Large language models,2025,1,False
Croatia,Large language models,2025,25,False
Italy,Large language models,2018,34,True
Italy,Large language models,2019,54,True
Mexico,Large language models,2022,18,True
Iceland,Large language models,2023,8,True
Iran,Large language models,2016,4,True
China (mainland),Large language models,2022,6322,True
Uzbekistan,Natural Language Processing,2018,5,True
Denmark,Natural Language Processing,2020,181,True
Togo,Natural Language Processing,2023,1,True
Turkey,Natural Language Processing,2020,209,True
Botswana,Natural Language Processing,2022,7,True
Australia,Natural Language Processing,2021,590,True
Ukraine,Natural Language Processing,2019,92,True
Iraq,Natural Language Processing,2019,50,True
Sri Lanka,Natural Language Processing,2022,72,True
Kosovo,Natural Language Processing,2020,1,True
Kosovo,Natural Language Processing,2023,8,True
Belgium,Natural Language Processing,2020,187,True
Tanzania,Natural Language Processing,2022,1,True
Bahamas,Natural Language Processing,2024,1,True
Taiwan,Natural Language Processing,2016,162,True
China (mainland),Natural Language Processing,2017,1943,True
Oman,Natural Language Processing,2016,8,True
Philippines,Natural Language Processing,2018,32,True
Panama,Natural Language Processing,2018,1,True
Netherlands,Natural Language Processing,2024,408,True
Chile,Natural Language Processing,2018,32,True
Liechtenstein,Natural Language Processing,2023,5,True
Bangladesh,Natural Language Processing,2020,189,True
Mongolia,Natural Language Processing,2023,10,True
Kuwait,Natural Language Processing,2019,3,True
Lithuania,Natural Language Processing,2018,17,True
Cuba,Natural Language Processing,2018,8,True
Italy,Natural Language Processing,2023,699,True
Morocco,Natural Language Processing,2024,156,True
Germany,Natural Language Processing,2016,981,True
Zimbabwe,Robotics,2021,5,True
United Arab Emirates,Robotics,2017,97,True
Argentina,Robotics,2021,40,True
Turkey,Robotics,2022,574,True
Namibia,Robotics,2020,2,True
Italy,Robotics,2021,1835,True
Bangladesh,Robotics,2018,55,True
Jordan,Robotics,2025,48,False
OECD,Robotics,2016,17996,True
Pakistan,Robotics,2023,212,True
NATO,Robotics,2023,19647,True
Albania,Robotics,2020,2,True
Malta,Robotics,2022,8,True
Guyana,Robotics,2023,1,True
Slovenia,Robotics,2025,27,False
Poland,Robotics,2021,302,True
Czechia,Robotics,2019,160,True
Sudan,Robotics,2020,4,True
Senegal,Robotics,2019,1,True
Iceland,Robotics,2016,8,True
Papua New Guinea,Robotics,2018,2,True
Colombia,Robotics,2016,111,True
Uzbekistan,Robotics,2020,8,True
Malawi,Robotics,2021,2,True
Egypt,Robotics,2017,122,True
Greece,Robotics,2020,246,True
Norway,Robotics,2025,130,False
EU,Robotics,2018,8067,True
Slovakia,Robotics,2023,93,True
ASEAN,Robotics,2023,2031,True
United States,AI Safety,2019,1903,True
Morocco,AI Safety,2017,5,True
South Africa,AI Safety,2020,10,True
Quad,AI Safety,2019,2195,True
Austria,AI Safety,2024,90,True
Botswana,AI Safety,2023,1,True
Croatia,AI Safety,2020,5,True
Albania,AI Safety,2023,1,True
Denmark,AI Safety,2024,84,True
Thailand,AI Safety,2020,4,True
Lebanon,AI Safety,2021,1,True
Ecuador,AI Safety,2025,5,False
EU,AI Safety,2023,1746,True
Asia,AI Safety,2017,375,True
Uruguay,AI Safety,2020,2,True
Netherlands,AI Safety,2018,81,True
Norway,AI Safety,2016,8,True
Ireland,AI Safety,2020,35,True
South and Central America,AI Safety,2016,31,True
South and Central America,AI Safety,2017,36,True
Argentina,AI Safety,2024,5,True
Qatar,AI Safety,2024,19,True
NATO,All,2018,72332,True
NATO,All,2024,117022,True
Uganda,All,2019,21,True
Albania,All,2024,69,True
North Korea,All,2023,14,True
Montenegro,All,2019,15,True
Netherlands,All,2020,3584,True
Thailand,All,2025,1001,False
Finland,All,2022,1445,True
Colombia,All,2017,495,True
Argentina,All,2019,251,True
Estonia,All,2016,72,True
Brazil,All,2016,2019,True
Costa Rica,All,2016,23,True
Cyprus,All,2023,421,True
Zimbabwe,All,2017,6,True
Turkmenistan,All,2025,2,False
Latvia,All,2020,134,True
Kosovo,All,2022,25,True
Greece,All,2016,908,True
Pakistan,All,2024,3472,True
Iraq,All,2022,1940,True
Ethiopia,All,2019,66,True
Ethiopia,All,2020,128,True
Luxembourg,All,2020,238,True
Timor-Leste,All,2019,2,True
Kuwait,All,2025,199,False
Global Partnership on Artificial Intelligence,All,2024,185479,True
Sri Lanka,All,2018,249,True
Ireland,All,2017,465,True
Senegal,All,2025,24,False
Madagascar,Computer Vision,2022,2,True
Malawi,Computer Vision,2021,3,True
Belarus,Computer Vision,2023,40,True
Five Eyes,Computer Vision,2022,16736,True
Saint Kitts and Nevis,Computer Vision,2023,2,True
Oceania,Computer Vision,2023,2462,True
Iraq,Computer Vision,2019,357,True
North Korea,Computer Vision,2016,2,True
NATO,Computer Vision,2025,15516,False
Niger,Computer Vision,2024,2,True
Benin,Computer Vision,2021,6,True
Lebanon,Computer Vision,2016,29,True
Bulgaria,Computer Vision,2025,67,False
Malta,Computer Vision,2019,21,True
Algeria,Computer Vision,2020,249,True
Tanzania,Computer Vision,2016,5,True
Jordan,Computer Vision,2023,221,True
Cambodia,Computer Vision,2024,5,True
Kazakhstan,Computer Vision,2024,165,True
Comoros,Computer Vision,2025,1,False
ASEAN,Computer Vision,2023,6319,True
Kyrgyzstan,Computer Vision,2024,8,True
Norway,Computer Vision,2020,289,True
Libya,Computer Vision,2019,7,True
Estonia,Large language models,2016,1,True
Singapore,Large language models,2024,855,True
Sri Lanka,Large language models,2024,28,True
Asia,Large language models,2026,4,False
Nigeria,Large language models,2020,5,True
Ethiopia,Large language models,2020,3,True
Libya,Large language models,2021,1,True
Germany,Large language models,2019,233,True
Czechia,Large language models,2019,31,True
Georgia,Large language models,2024,1,True
Slovakia,Large language models,2023,16,True
Malaysia,Large language models,2019,7,True
Swaziland,Large language models,2024,1,True
Oceania,Large language models,2020,252,True
Bulgaria,Large language models,2018,1,True
Tunisia,Large language models,2020,5,True
South Korea,Large language models,2024,957,True
United States,Large language models,2022,3285,True
Mauritius,Large language models,2023,1,True
Azerbaijan,Large language models,2018,1,True
Poland,Large language models,2018,9,True
Cyprus,Large language models,2022,5,True
United Arab Emirates,Large language models,2025,144,False
Burkina Faso,Natural Language Processing,2018,1,True
Burkina Faso,Natural Language Processing,2021,3,True
Greece,Natural Language Processing,2020,118,True
Africa,Natural Language Processing,2025,365,False
Denmark,Natural Language Processing,2022,216,True
Gambia,Natural Language Processing,2024,1,True
Japan,Natural Language Processing,2017,630,True
Ecuador,Natural Language Processing,2018,22,True
Ecuador,Natural Language Processing,2020,20,True
Kenya,Natural Language Processing,2024,21,True
Bahrain,Natural Language Processing,2016,4,True
Namibia,Natural Language Processing,2020,2,True
Ghana,Natural Language Processing,2021,14,True
Mexico,Natural Language Processing,2016,87,True
Sri Lanka,Natural Language Processing,2017,18,True
Romania,Natural Language Processing,2018,92,True
Cyprus,Natural Language Processing,2021,15,True
Kosovo,Natural Language Processing,2019,3,True
Quad,Natural Language Processing,2020,8927,True
Quad,Natural Language Processing,2021,10090,True
Tunisia,Natural Language Processing,2024,83,True
Benin,Natural Language Processing,2019,2,True
Syria,Natural Language Processing,2018,4,True
Brunei Darussalam,Natural Language Processing,2019,1,True
Brunei Darussalam,Natural Language Processing,2020,4,True
Guyana,Natural Language Processing,2023,1,True
Guyana,Natural Language Processing,2024,1,True
China (mainland),Natural Language Processing,2023,7914,True
Oman,Natural Language Processing,2019,8,True
Oman,Natural Language Processing,2020,12,True
Panama,Natural Language Processing,2021,1,True
Russia,Natural Language Processing,2019,475,True
Paraguay,Natural Language Processing,2021,2,True
Sudan,Natural Language Processing,2016,8,True
United Kingdom,Natural Language Processing,2022,1490,True
Nigeria,Natural Language Processing,2021,60,True
Cuba,Natural Language Processing,2021,8,True
Bosnia and Herzegovina,Natural Language Processing,2025,3,False
Moldova,Natural Language Processing,2022,3,True
Canada,Robotics,2025,783,False
United Arab Emirates,Robotics,2020,136,True
United Arab Emirates,Robotics,2022,192,True
Ethiopia,Robotics,2020,11,True
Belgium,Robotics,2019,271,True
Bangladesh,Robotics,2017,62,True
