cik,name,country,form,filing_date,report_date,fy,accession,primary_doc
1572621,AENZA S.A.A.,Peru,20-F,2023-05-16,2022-12-31,2022,0001213900-23-040113,f20f2022_aenzasaa.htm
1572621,AENZA S.A.A.,Peru,20-F,2024-05-13,2023-12-31,2023,0001213900-24-042432,ea0202013-20f_aenzasaa.htm
1575969,Avianca Holdings S.A.,Colombia,20-F,2018-05-01,2017-12-31,2017,0001193125-18-145256,d564348d20f.htm
1575969,Avianca Holdings S.A.,Colombia,20-F,2019-04-29,2018-12-31,2018,0001193125-19-123060,d655738d20f.htm
1575969,Avianca Holdings S.A.,Colombia,20-F,2020-06-11,2019-12-31,2019,0001193125-20-165956,d878127d20f.htm
1575969,Avianca Holdings S.A.,Colombia,20-F,2021-05-03,2020-12-31,2020,0001193125-21-146226,d95350d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2020-04-22,2019-12-31,2019,0001193125-20-115077,d629116d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2021-04-26,2020-12-31,2020,0001193125-21-131800,d88490d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2022-04-25,2021-12-31,2021,0001193125-22-117525,d412754d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2023-04-25,2022-12-31,2022,0001193125-23-113536,d479784d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2024-04-26,2023-12-31,2023,0001193125-24-117750,d775178d20f.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2025-04-25,2024-12-31,2024,0000950170-25-058715,ifs-20241231.htm
1615903,Intercorp Financial Services Inc.,Peru,20-F,2026-04-24,2025-12-31,2025,0001193125-26-177617,ifs-20251231.htm
1659939,Enel Chile S.A.,Chile,20-F,2018-04-27,2017-12-31,2017,0001564590-18-009415,enic-20f_20171231.htm
1659939,Enel Chile S.A.,Chile,20-F,2019-04-30,2018-12-31,2018,0001104659-19-025167,a19-8583_120f.htm
1659939,Enel Chile S.A.,Chile,20-F,2020-04-29,2019-12-31,2019,0001558370-20-004669,enic-20191231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2021-04-29,2020-12-31,2020,0001558370-21-005231,enic-20201231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2022-04-28,2021-12-31,2021,0001558370-22-006151,enic-20211231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2023-04-26,2022-12-31,2022,0001558370-23-006813,enic-20221231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2024-04-30,2023-12-31,2023,0001558370-24-006219,enic-20231231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2025-04-29,2024-12-31,2024,0001558370-25-005756,enic-20241231x20f.htm
1659939,Enel Chile S.A.,Chile,20-F,2026-04-28,2025-12-31,2025,0001104659-26-050251,enic-20251231x20f.htm
1691493,Nu Holdings Ltd.,Brazil,20-F,2022-04-21,2021-12-31,2021,0001292814-22-001705,nuform20f_2021.htm
1691493,Nu Holdings Ltd.,Brazil,20-F,2023-04-20,2022-12-31,2022,0001292814-23-001671,nuform20f_2022.htm
1691493,Nu Holdings Ltd.,Brazil,20-F,2024-04-19,2023-12-31,2023,0001292814-24-001464,nuform20f_2023.htm
1691493,Nu Holdings Ltd.,Brazil,20-F,2025-04-16,2024-12-31,2024,0001292814-25-001517,nuform20f_2024.htm
1691493,Nu Holdings Ltd.,Brazil,20-F,2026-04-08,2025-12-31,2025,0001292814-26-002166,nuform20f_2025.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2018-03-28,2017-12-31,2017,0001047469-18-002211,a2235055z20-f.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2019-04-30,2018-12-31,2018,0001558370-19-003523,bsmx-20181231x20f.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2020-03-23,2019-12-31,2019,0001558370-20-003016,bsmx-20191231x20f.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2021-03-05,2020-12-31,2020,0001558370-21-002398,bsmx-20201231x20f.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2022-03-03,2021-12-31,2021,0001558370-22-002789,bsmx-20211231x20f.htm
1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",Mexico,20-F,2023-02-28,2022-12-31,2022,0001558370-23-002342,bsmx-20221231x20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2018-04-24,2017-12-31,2017,0001193125-18-128984,d534838d20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2019-04-26,2018-12-31,2018,0001193125-19-122677,d710852d20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2020-04-10,2019-12-31,2019,0001193125-20-103936,d908027d20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2021-04-30,2020-12-31,2020,0001193125-21-145077,d117016d20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2022-04-29,2021-12-31,2021,0001193125-22-129989,d281651d20f.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2023-04-27,2022-12-31,2022,0001628280-23-013635,desp-20221231.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2024-04-26,2023-12-31,2023,0001628280-24-018687,desp-20231231.htm
1703141,"Despegar.com, Corp.",Argentina,20-F,2025-04-30,2024-12-31,2024,0001628280-25-020808,desp-20241231.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2018-04-27,2017-12-31,2017,0001193125-18-139208,d537923d20f.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2019-04-30,2018-12-31,2018,0001193125-19-129126,d704227d20f.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2020-04-30,2019-12-31,2019,0001193125-20-128113,d871185d20f.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2021-04-30,2020-12-31,2020,0001193125-21-143966,d126100d20f.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2022-04-29,2021-12-31,2021,0001193125-22-133658,d295913d20f.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2023-04-27,2022-12-31,2022,0001711375-23-000005,loma-20221231.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2024-04-29,2023-12-31,2023,0001711375-24-000031,loma-20231231.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2025-04-29,2024-12-31,2024,0001711375-25-000032,loma-20241231.htm
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,Argentina,20-F,2026-04-28,2025-12-31,2025,0001711375-26-000030,loma-20251231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2018-04-06,2017-12-31,2017,0001193125-18-110001,d450340d20f.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2019-04-16,2018-12-31,2018,0001193125-19-106992,d715041d20f.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2020-04-22,2019-12-31,2019,0001193125-20-115076,d853065d20f.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2021-04-27,2020-12-31,2020,0001628280-21-007622,pagseguro20f-20201231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2022-05-02,2021-12-31,2021,0001628280-22-011586,pagseguro20f-20211231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2023-04-28,2022-12-31,2022,0001628280-23-014131,pags-20221231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2024-04-29,2023-12-31,2023,0001628280-24-018744,pags-20231231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2025-04-29,2024-12-31,2024,0001628280-25-020406,pags-20241231.htm
1712807,PagSeguro Digital Ltd.,Brazil,20-F,2026-04-29,2025-12-31,2025,0001554855-26-000826,pags-20251231.htm
1713930,Nexa Resources S.A.,Peru,20-F,2018-04-30,2017-12-31,2017,0001104659-18-028667,a18-9928_120f.htm
1713930,Nexa Resources S.A.,Peru,20-F,2019-04-03,2018-12-31,2018,0001104659-19-019711,a19-6890_120f.htm
1713930,Nexa Resources S.A.,Peru,20-F,2020-03-20,2019-12-31,2019,0001104659-20-036842,tm203441d1_20f.htm
1713930,Nexa Resources S.A.,Peru,20-F,2021-03-23,2020-12-31,2020,0001104659-21-039820,tm214609d1_20f.htm
1713930,Nexa Resources S.A.,Peru,20-F,2022-03-17,2021-12-31,2021,0001292814-22-001004,nexaform20f_2021.htm
1713930,Nexa Resources S.A.,Peru,20-F,2023-03-20,2022-12-31,2022,0001292814-23-001018,nexaform20f_2022.htm
1713930,Nexa Resources S.A.,Peru,20-F,2024-03-27,2023-12-31,2023,0001292814-24-001026,nexaform20f_2023.htm
1713930,Nexa Resources S.A.,Peru,20-F,2025-03-27,2024-12-31,2024,0001292814-25-001097,nexaform20f_2024.htm
1713930,Nexa Resources S.A.,Peru,20-F,2026-03-26,2025-12-31,2025,0001292814-26-001787,nexaform20f_2025.htm
1716586,"ESTRE AMBIENTAL, INC.",Brazil,20-F,2018-06-20,2017-12-31,2017,0001140361-18-029225,form20f.htm
1716586,"ESTRE AMBIENTAL, INC.",Brazil,20-F,2019-05-15,2018-12-31,2018,0001193125-19-148068,d719732d20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2018-04-27,2017-12-31,2017,0001654954-18-004419,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2019-04-30,2018-12-31,2018,0001654954-19-004986,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2020-04-28,2019-12-31,2019,0001654954-20-004492,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2021-04-26,2020-12-31,2020,0001654954-21-004609,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2022-04-28,2021-12-31,2021,0001654954-22-005521,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2023-04-26,2022-12-31,2022,0001654954-23-005229,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2024-04-29,2023-12-31,2023,0001654954-24-005154,cepu_20f.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2025-04-25,2024-12-31,2024,0001292814-25-001645,cepuform20f_2024.htm
1717161,CENTRAL PUERTO S.A.,Argentina,20-F,2026-04-22,2025-12-31,2025,0001292814-26-002446,cepuform20f_2025.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2018-04-27,2017-12-31,2017,0001144204-18-023178,tv491045_20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2019-04-24,2018-12-31,2018,0001144204-19-020967,tv517979_20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2020-04-08,2019-12-31,2019,0001104659-20-044659,tm206795d1_20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2021-04-09,2020-12-31,2020,0001104659-21-048754,tm214044d1_20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2022-04-06,2021-12-31,2021,0001410578-22-000831,caap-20211231x20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2023-03-31,2022-12-31,2022,0001410578-23-000591,caap-20221231x20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2024-03-28,2023-12-31,2023,0001410578-24-000331,caap-20231231x20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2025-03-27,2024-12-31,2024,0001410578-25-000513,caap-20241231x20f.htm
1717393,CORPORACION AMERICA AIRPORTS S.A.,Argentina,20-F,2026-03-17,2025-12-31,2025,0001104659-26-029442,caap-20251231x20f.htm
1740594,Arco Platform Ltd.,Brazil,20-F,2019-04-17,2018-12-31,2018,0000950103-19-004880,dp104896_20f.htm
1740594,Arco Platform Ltd.,Brazil,20-F,2020-03-31,2019-12-31,2019,0001104659-20-041137,tm207560d1_20f.htm
1740594,Arco Platform Ltd.,Brazil,20-F,2021-04-01,2020-12-31,2020,0001104659-21-045018,tm212080d1_20f.htm
1740594,Arco Platform Ltd.,Brazil,20-F,2022-03-31,2021-12-31,2021,0001104659-22-041061,arce-20211231x20f.htm
1740594,Arco Platform Ltd.,Brazil,20-F,2023-03-31,2022-12-31,2022,0001104659-23-039315,arce-20221231x20f.htm
1745431,StoneCo Ltd.,Brazil,20-F,2019-04-29,2018-12-31,2018,0000950103-19-005360,dp105381_20f.htm
1745431,StoneCo Ltd.,Brazil,20-F,2020-04-29,2019-12-31,2019,0000950103-20-008435,dp126347_20f.htm
1745431,StoneCo Ltd.,Brazil,20-F,2021-04-07,2020-12-31,2020,0001628280-21-006647,stne-20201231.htm
1745431,StoneCo Ltd.,Brazil,20-F,2022-04-29,2021-12-31,2021,0001628280-22-011534,stne-20211231.htm
1745431,StoneCo Ltd.,Brazil,20-F,2023-05-01,2022-12-31,2022,0001628280-23-014323,stne-20221231.htm
1745431,StoneCo Ltd.,Brazil,20-F,2024-04-24,2023-12-31,2023,0001628280-24-017682,stne-20231231.htm
1745431,StoneCo Ltd.,Brazil,20-F,2025-04-24,2024-12-31,2024,0001628280-25-019653,stne-20241231.htm
1745431,StoneCo Ltd.,Brazil,20-F,2026-04-23,2025-12-31,2025,0002070979-26-000170,stne-20251231.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2020-04-30,2019-12-31,2019,0001193125-20-127083,d855841d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2021-04-28,2020-12-31,2020,0001193125-21-135312,d71656d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2022-04-26,2021-12-31,2021,0001193125-22-120379,d320893d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2023-04-24,2022-12-31,2022,0001193125-23-112976,d456759d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2024-04-23,2023-12-31,2023,0001193125-24-107031,d800792d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2025-04-09,2024-12-31,2024,0001193125-25-076856,d899226d20f.htm
1762506,"Vista Energy, S.A.B. de C.V.",Mexico,20-F,2026-04-28,2025-12-31,2025,0001193125-26-187099,d936340d20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2019-10-24,2019-06-30,2019,0001104659-19-056111,a19-18578_120f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2020-10-21,2020-06-30,2020,0001104659-20-116812,tm2029786-1_20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2021-10-29,2021-06-30,2021,0001104659-21-131663,biox-20210630x20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2022-10-28,2022-06-30,2022,0001104659-22-112548,biox-20220630x20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2023-11-14,2023-06-30,2023,0001104659-23-117743,biox-20230630x20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2024-10-30,2024-06-30,2024,0001104659-24-112589,biox-20230630x20f.htm
1769484,Bioceres Crop Solutions Corp.,Argentina,20-F,2025-11-10,2025-06-30,2025,0001104659-25-108999,biox-20250630x20f.htm
1771007,Afya Ltd,Brazil,20-F,2020-04-20,2019-12-31,2019,0001292814-20-001352,afyaform20f_2019.htm
1771007,Afya Ltd,Brazil,20-F,2021-04-30,2020-12-31,2020,0001292814-21-001953,afyaform20f_2020.htm
1771007,Afya Ltd,Brazil,20-F,2022-04-29,2021-12-31,2021,0001292814-22-001951,afyaform20f_2021.htm
1771007,Afya Ltd,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001938,afyaform20f_2022.htm
1771007,Afya Ltd,Brazil,20-F,2024-04-26,2023-12-31,2023,0001292814-24-001607,afyaform20f_2023.htm
1771007,Afya Ltd,Brazil,20-F,2025-04-29,2024-12-31,2024,0001292814-25-001707,afyaform20f_2024.htm
1771007,Afya Ltd,Brazil,20-F,2026-03-31,2025-12-31,2025,0001292814-26-002013,afyaform20f_2025.htm
1776967,Natura &Co Holding S.A.,Brazil,20-F,2020-05-06,2019-12-31,2019,0000950103-20-009157,dp125816_20f.htm
1776967,Natura &Co Holding S.A.,Brazil,20-F,2021-04-19,2020-12-31,2020,0000950103-21-005720,dp149451_20f.htm
1776967,Natura &Co Holding S.A.,Brazil,20-F,2022-04-11,2021-12-31,2021,0001554855-22-000205,ntco-20211231.htm
1776967,Natura &Co Holding S.A.,Brazil,20-F,2023-05-01,2022-12-31,2022,0001554855-23-000326,ntco-20221231.htm
1776967,Natura &Co Holding S.A.,Brazil,20-F,2024-05-14,2023-12-31,2023,0001554855-24-000366,ntco-20231231.htm
1787425,XP Inc.,Brazil,20-F,2020-04-29,2019-12-31,2019,0000950103-20-008430,dp126764_20f.htm
1787425,XP Inc.,Brazil,20-F,2021-04-29,2020-12-31,2020,0001628280-21-008199,xp-20201231.htm
1787425,XP Inc.,Brazil,20-F,2022-04-13,2021-12-31,2021,0001628280-22-009080,xp-20211231.htm
1787425,XP Inc.,Brazil,20-F,2023-04-27,2022-12-31,2022,0001628280-23-013297,xp-20221231.htm
1787425,XP Inc.,Brazil,20-F,2024-04-26,2023-12-31,2023,0001628280-24-018424,xp-20231231.htm
1787425,XP Inc.,Brazil,20-F,2025-04-24,2024-12-31,2024,0001628280-25-019508,xp-20241231.htm
1787425,XP Inc.,Brazil,20-F,2026-04-29,2025-12-31,2025,0002070979-26-000182,xp-20251231.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2020-05-04,2019-12-31,2019,0001213900-20-010896,f20f2019_betterware.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2022-04-29,2021-12-31,2021,0001558370-22-006349,bwmx-20211231x20f.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2023-05-15,2022-12-31,2022,0001213900-23-040005,f20f2022_betterware.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2024-04-30,2023-12-31,2023,0001213900-24-037698,ea0204415-20f_better.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2025-04-29,2024-12-31,2024,0001213900-25-036710,ea0238900-20f_betterware.htm
1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",Mexico,20-F,2026-04-30,2025-12-31,2025,0001213900-26-050248,ea0287740-20f_betterware.htm
1792829,Vasta Platform Ltd,Brazil,20-F,2021-04-30,2020-12-31,2020,0000950103-21-006470,dp150093_20f.htm
1792829,Vasta Platform Ltd,Brazil,20-F,2022-04-29,2021-12-31,2021,0001554855-22-000267,vsta-20211231.htm
1792829,Vasta Platform Ltd,Brazil,20-F,2023-04-26,2022-12-31,2022,0001554855-23-000303,vsta-20221231.htm
1792829,Vasta Platform Ltd,Brazil,20-F,2024-04-19,2023-12-31,2023,0001554855-24-000282,vsta-20231231.htm
1792829,Vasta Platform Ltd,Brazil,20-F,2025-04-17,2024-12-31,2024,0001554855-25-000369,vsta-20241231.htm
1793663,VTEX,Brazil,20-F,2022-02-24,2021-12-31,2021,0001193125-22-052165,d320815d20f.htm
1793663,VTEX,Brazil,20-F,2023-03-02,2022-12-31,2022,0001193125-23-058101,d408507d20f.htm
1793663,VTEX,Brazil,20-F,2024-02-27,2023-12-31,2023,0001193125-24-047908,d605776d20f.htm
1793663,VTEX,Brazil,20-F,2025-02-25,2024-12-31,2024,0000950170-25-026601,ck0001793663-20241231.htm
1793663,VTEX,Brazil,20-F,2026-02-26,2025-12-31,2025,0001193125-26-076504,ck0001793663-20251231.htm
1799207,AUNA S.A.,Peru,20-F,2025-04-10,2024-12-31,2024,0001193125-25-078014,d921415d20f.htm
1799207,AUNA S.A.,Peru,20-F,2026-04-22,2025-12-31,2025,0001193125-26-168210,d108315d20f.htm
1805012,Vitru Ltd,Brazil,20-F,2021-04-29,2020-12-31,2020,0000950103-21-006284,dp149797_20f.htm
1805012,Vitru Ltd,Brazil,20-F,2022-03-30,2021-12-31,2021,0001558370-22-004748,tmb-20211231x20f.htm
1805012,Vitru Ltd,Brazil,20-F,2023-04-28,2022-12-31,2022,0001558370-23-007298,tmb-20221231x20f.htm
1805012,Vitru Ltd,Brazil,20-F,2024-04-30,2023-12-31,2023,0001558370-24-006263,vtru-20231231x20f.htm
1819615,Clever Leaves Holdings Inc.,Colombia,10-K,2021-03-30,2020-12-31,2020,0001819615-21-000025,clvr-20201231.htm
1819615,Clever Leaves Holdings Inc.,Colombia,10-K,2022-03-24,2021-12-31,2021,0001819615-22-000056,clvr-20211231.htm
1819615,Clever Leaves Holdings Inc.,Colombia,10-K,2023-03-30,2022-12-31,2022,0001819615-23-000030,clvr-20221231.htm
1819615,Clever Leaves Holdings Inc.,Colombia,10-K,2024-04-01,2023-12-31,2023,0001819615-24-000031,clvr-20231231.htm
1825570,Patria Investments Ltd,Brazil,20-F,2021-04-28,2020-12-31,2020,0000950103-21-006262,dp149967_20f.htm
1825570,Patria Investments Ltd,Brazil,20-F,2022-04-28,2021-12-31,2021,0001193125-22-124171,d664344d20f.htm
1825570,Patria Investments Ltd,Brazil,20-F,2023-04-28,2022-12-31,2022,0001628280-23-014243,pax-20221231.htm
1825570,Patria Investments Ltd,Brazil,20-F,2024-04-29,2023-12-31,2023,0001628280-24-018749,pax-20231231.htm
1825570,Patria Investments Ltd,Brazil,20-F,2025-05-15,2024-12-31,2024,0001628280-25-025640,pax-20241231.htm
1825570,Patria Investments Ltd,Brazil,20-F,2026-04-30,2025-12-31,2025,0002070979-26-000201,pax-20251231.htm
1826168,TIM S.A.,Brazil,20-F,2021-04-30,2020-12-31,2020,0001292814-21-001957,timbform20f_2020.htm
1826168,TIM S.A.,Brazil,20-F,2022-04-15,2021-12-31,2021,0001292814-22-001631,timform20f_2021.htm
1826168,TIM S.A.,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001944,timbform20f_2022.htm
1826168,TIM S.A.,Brazil,20-F,2024-04-30,2023-12-31,2023,0001292814-24-001701,timbform20f_2023.htm
1826168,TIM S.A.,Brazil,20-F,2025-04-01,2024-12-31,2024,0001292814-25-001263,timbform20f_2024.htm
1826168,TIM S.A.,Brazil,20-F,2026-03-30,2025-12-31,2025,0001292814-26-001915,timbform20f_2025.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2021-04-27,2020-12-31,2020,0000950103-21-006141,dp149824_20f.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2022-04-20,2021-12-31,2021,0001193125-22-111100,d333658d20f.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2023-04-18,2022-12-31,2022,0001193125-23-104979,d485986d20f.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2024-04-18,2023-12-31,2023,0001193125-24-100785,d806661d20f.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2025-04-29,2024-12-31,2024,0001193125-25-103765,d921943d20f.htm
1826286,Vinci Compass Investments Ltd.,Brazil,20-F,2026-04-20,2025-12-31,2025,0001193125-26-164057,d79123d20f.htm
1834048,Sendas Distributor S.A.,Brazil,20-F,2021-04-29,2020-12-31,2020,0001292814-21-001900,asaiform20f_2020.htm
1834048,Sendas Distributor S.A.,Brazil,20-F,2022-05-02,2021-12-31,2021,0001292814-22-002011,asaiform20f_2021.htm
1834048,Sendas Distributor S.A.,Brazil,20-F,2023-03-14,2022-12-31,2022,0001213900-23-019704,f20f2022_sendasdis.htm
1834048,Sendas Distributor S.A.,Brazil,20-F,2024-04-23,2023-12-31,2023,0001213900-24-035414,ea0201476-20f_sendasdis.htm
1834048,Sendas Distributor S.A.,Brazil,20-F,2025-04-01,2024-12-31,2024,0001213900-25-026526,ea0234548-20f_sendasdis.htm
1836934,Zenvia Inc.,Brazil,20-F,2022-03-31,2021-12-31,2021,0001554855-22-000176,zenv-20211231.htm
1836934,Zenvia Inc.,Brazil,20-F,2023-04-28,2022-12-31,2022,0001554855-23-000324,zenv-20221231.htm
1836934,Zenvia Inc.,Brazil,20-F,2024-05-15,2023-12-31,2023,0001554855-24-000381,zenv-20231231.htm
1836934,Zenvia Inc.,Brazil,20-F,2025-05-16,2024-12-31,2024,0001554855-25-000506,zenv-20241231.htm
1846832,dLocal Ltd,Uruguay,20-F,2022-05-02,2021-12-31,2021,0000950170-22-006790,dlo-20211231.htm
1846832,dLocal Ltd,Uruguay,20-F,2023-04-05,2022-12-31,2022,0000950170-23-011942,dlo-20221231.htm
1846832,dLocal Ltd,Uruguay,20-F,2024-03-19,2023-12-31,2023,0000950170-24-033510,dlo-20231231.htm
1846832,dLocal Ltd,Uruguay,20-F,2025-04-24,2024-12-31,2024,0000950170-25-058197,dlo-20241231.htm
1846832,dLocal Ltd,Uruguay,20-F,2026-03-18,2025-12-31,2025,0002070979-26-000113,dlo-20251231.htm
1863362,Sofgen Pharma S.A.,Colombia,20-F,2022-05-02,2021-12-31,2021,0001213900-22-022855,f20f2021_procapsgroup.htm
1863362,Sofgen Pharma S.A.,Colombia,20-F,2023-05-12,2022-12-31,2022,0001213900-23-039111,f20f2022_procapsgroup.htm
1863362,Sofgen Pharma S.A.,Colombia,20-F,2025-09-03,2023-12-31,2023,0001628280-25-041512,pgsa-20231231.htm
1863362,Sofgen Pharma S.A.,Colombia,20-F,2026-03-16,2024-12-31,2024,0001213900-26-028293,ea0281317-20f_sofgen.htm
1864163,"Inter & Co, Inc.",Brazil,20-F,2022-05-02,2021-12-31,2021,0001104659-22-054656,b3-20211231x20f.htm
1864163,"Inter & Co, Inc.",Brazil,20-F,2023-04-28,2022-12-31,2022,0001628280-23-014055,intr-20221231.htm
1864163,"Inter & Co, Inc.",Brazil,20-F,2024-04-30,2023-12-31,2023,0001628280-24-019386,intr-20231231.htm
1864163,"Inter & Co, Inc.",Brazil,20-F,2025-04-30,2024-12-31,2024,0001628280-25-020965,intr-20241231.htm
1864163,"Inter & Co, Inc.",Brazil,20-F,2026-04-30,2025-12-31,2025,0002070979-26-000185,intr-20251231.htm
1867325,Getnet Adquirencia E Servicos Para Meios De Pagamento S.A. - Instituicao De Pagamento,Brazil,20-F,2022-03-10,2021-12-31,2021,0001554855-22-000133,get-20211231.htm
1868995,CI&T Inc,Brazil,20-F,2022-04-22,2021-12-31,2021,0001554855-22-000227,cint-20211231.htm
1868995,CI&T Inc,Brazil,20-F,2023-03-29,2022-12-31,2022,0001554855-23-000195,cint-20221231.htm
1868995,CI&T Inc,Brazil,20-F,2024-03-28,2023-12-31,2023,0001554855-24-000213,cint-20231231.htm
1868995,CI&T Inc,Brazil,20-F,2025-03-28,2024-12-31,2024,0001554855-25-000232,cint-20241231.htm
1868995,CI&T Inc,Brazil,20-F,2026-03-11,2025-12-31,2025,0001554855-26-000248,cint-20251231.htm
1896049,"Semantix, Inc.",Brazil,20-F,2023-04-28,2022-12-31,2022,0001628280-23-014282,stix-20221231.htm
1937441,Ambipar Emergency Response,Brazil,20-F,2023-05-15,2022-12-31,2022,0001410578-23-001138,tmb-20221231x20f.htm
1937441,Ambipar Emergency Response,Brazil,20-F,2024-05-13,2023-12-31,2023,0001628280-24-022738,ambi-20231231.htm
